"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_physical_state","ros_latitude","ros_longitude","LIBNAME","STABR","LOCALE_TOP_LEVEL_DESCR","LATITUDE","LONGITUD","POPU_LSA"
"6732",NA,"VA0069",7,NA,NA,NA,NA,"RALEIGH COURT BRANCH LIBRARY","VA","City",37.25647156,-79.98494749,NA
"6733",NA,"VA0069",8,NA,NA,NA,NA,"WILLIAMSON ROAD BRANCH LIBRARY","VA","City",37.30929,-79.94776,NA
"6734",NA,"VA0069",11,NA,NA,NA,NA,"GARDEN CITY E-BRANCH","VA","City",37.22651646,-79.93132767,NA
"6735",NA,"VA0069",12,NA,NA,NA,NA,"VALLEY VIEW E-BRANCH","VA","City",37.30408098,-79.96391897,NA
"6736",NA,"VA0070",2,NA,NA,NA,NA,"SOUTH COUNTY LIBRARY","VA","Suburban",37.20385513,-80.00386603,NA
"6737",NA,"VA0070",3,NA,NA,NA,NA,"BENT MOUNTAIN BRANCH LIBRARY","VA","Rural",37.15497933,-80.12264984,NA
"6738",NA,"VA0070",4,NA,NA,NA,NA,"GLENVAR BRANCH LIBRARY","VA","Suburban",37.27641521,-80.13035825,NA
"6739",NA,"VA0070",5,NA,NA,NA,NA,"HOLLINS BRANCH LIBRARY","VA","Suburban",37.34527606,-79.96033872,NA
"6740",NA,"VA0070",6,NA,NA,NA,NA,"MOUNT PLEASANT BRANCH LIBRARY","VA","Suburban",37.23797966,-79.91011143,NA
"6741",NA,"VA0070",7,NA,NA,NA,NA,"VINTON BRANCH LIBRARY","VA","Suburban",37.27896616,-79.89800896,NA
"6742",NA,"VA0074",2,NA,NA,NA,NA,"SALEM PUBLIC LIBRARY","VA","Suburban",37.29285891,-80.0574279,NA
"6743",NA,"VA0079",2,NA,NA,NA,NA,"STAUNTON PUBLIC LIBRARY","VA","City",38.15597106,-79.07326154,NA
"6744",NA,"VA0082",2,NA,NA,NA,NA,"CENTRAL LIBRARY","VA","City",36.84294395,-76.11689439,454448
"6745",NA,"VA0082",3,NA,NA,NA,NA,"BAYSIDE AREA LIBRARY","VA","City",36.86966831,-76.13323784,454448
"6746",NA,"VA0082",4,NA,NA,NA,NA,"KEMPSVILLE AREA LIBRARY","VA","City",36.81567016,-76.16415743,454448
"6747",NA,"VA0082",5,NA,NA,NA,NA,"OCEANFRONT AREA LIBRARY","VA","City",36.84379484,-75.98346589,454448
"6748",NA,"VA0082",6,NA,NA,NA,NA,"GREAT NECK AREA LIBRARY","VA","City",36.86615106,-76.03562672,454448
"6749",NA,"VA0082",10,NA,NA,NA,NA,"WAHAB PUBLIC LAW LIBRARY","VA","City",36.7536088,-76.06009133,454448
"6750",NA,"VA0082",14,NA,NA,NA,NA,"PRINCESS ANNE AREA LIBRARY","VA","City",36.76347329,-76.02187065,454448
"6751",NA,"VA0082",15,NA,NA,NA,NA,"JOINT-USE LIBRARY (TCC/CITY OF VB)","VA","City",36.78536204,-76.09872988,454448
"6752",NA,"VA0082",16,NA,NA,NA,NA,"WINDSOR WOODS AREA LIBRARY","VA","City",36.8298842,-76.09706708,454448
"6753",NA,"VA0083",8,NA,NA,NA,NA,"BOOKMOBILE","VA","Rural",36.71153688,-77.06277498,NA
"6754",NA,"VA0083",11,NA,NA,NA,NA,"CLAREMONT BRANCH","VA","Rural",37.2279036,-76.96478994,NA
"6755",NA,"VA0086",3,NA,NA,NA,NA,"MOBILE LIBRARY SERVICES","VA","Rural",37.37819041,-76.7711907,90126
"6756",NA,"VA0086",4,NA,NA,NA,NA,"JAMES CITY COUNTY LIBRARY","VA","Rural",37.37819041,-76.7711907,90126
"6757",NA,"VA0087",4,NA,NA,NA,NA,"WGRL OUTREACH","VA","Rural",36.62099937,-81.15213254,44392
"6758",NA,"VA0090",3,NA,NA,NA,NA,"MOBILE LIBRARY","VA","Rural",37.91581059,-76.46948149,NA
"6759",NA,"VA0092",2,NA,NA,NA,NA,"RICHMOND COUNTY PUBLIC LIBRARY","VA","Rural",37.95762782,-76.76177631,NA
"6760",NA,"VA8003",1,NA,NA,NA,NA,"BLAND COUNTY PUBLIC LIBRARY","VA","Rural",37.09921968,-81.11392246,NA
"6761",NA,"VI0002",8,NA,NA,NA,NA,"ST. CROIX BOOKMOBILE","VI","Town",17.70951785,-64.8829488,106405
"6762",NA,"VI0002",9,NA,NA,NA,NA,"ST. JOHN BOOKMOBILE","VI","Town",18.33158,-64.79393,106405
"6763",NA,"VI0002",11,NA,NA,NA,NA,"ATHALIE MCFARLANE PETERSEN PUBLIC LIBRARY","VI","Town",17.70914459,-64.88290585,106405
"6764",NA,"VT0002",2,NA,NA,NA,NA,"ALBURGH PUBLIC","VT","Rural",44.97515296,-73.30096124,NA
"6765",NA,"VT0007",2,NA,NA,NA,NA,"H. F. BRIGHAM FREE PUBLIC","VT","Rural",44.78357295,-72.8011212,NA
"6766",NA,"VT0008",2,NA,NA,NA,NA,"CHARLES B. DANFORTH","VT","Rural",43.728959,-72.61965618,NA
"6767",NA,"VT0009",2,NA,NA,NA,NA,"BARNET PUBLIC","VT","Rural",44.29637294,-72.05279469,NA
"6768",NA,"VT0010",2,NA,NA,NA,NA,"MCINDOES ACADEMY LIBRARY","VT","Rural",44.2643019,-72.06423775,NA
"6769",NA,"VT0011",4,NA,NA,NA,NA,"ALDRICH PUBLIC - EAST BARRE BRANCH","VT","Town",44.15645618,-72.45365926,NA
"6770",NA,"VT0012",2,NA,NA,NA,NA,"BARTON PUBLIC","VT","Rural",44.74959435,-72.18041545,NA
"6771",NA,"VT0013",2,NA,NA,NA,NA,"JONES MEMORIAL","VT","Rural",44.81093433,-72.20215643,NA
"6772",NA,"VT0016",2,NA,NA,NA,NA,"BENSON PUBLIC","VT","Rural",43.70837887,-73.31030254,NA
"6773",NA,"VT0017",2,NA,NA,NA,NA,"BETHEL PUBLIC","VT","Rural",43.82981161,-72.63188563,NA
"6774",NA,"VT0018",2,NA,NA,NA,NA,"BRADFORD PUBLIC","VT","Rural",43.99295807,-72.12857632,NA
"6775",NA,"VT0019",2,NA,NA,NA,NA,"BRANDON FREE PUBLIC","VT","Rural",43.79802163,-73.08609176,NA
"6776",NA,"VT0023",2,NA,NA,NA,NA,"ISLAND POND PUBLIC","VT","Rural",44.8149429,-71.88016797,NA
"6777",NA,"VT0024",2,NA,NA,NA,NA,"LAWRENCE MEMORIAL","VT","Rural",44.13579031,-73.0787766,NA
"6778",NA,"VT0025",2,NA,NA,NA,NA,"BROOKFIELD FREE PUBLIC","VT","Rural",44.04329186,-72.60277654,NA
"6779",NA,"VT0028",2,NA,NA,NA,NA,"WEST BURKE","VT","Rural",44.64333248,-71.98021906,NA
"6780",NA,"VT0029",2,NA,NA,NA,NA,"FLETCHER FREE","VT","City",44.47714482,-73.21053384,NA
"6781",NA,"VT0031",2,NA,NA,NA,NA,"VARNUM MEMORIAL","VT","Rural",44.64637352,-72.82825334,NA
"6782",NA,"VT0032",2,NA,NA,NA,NA,"ALICE M. WARD MEMORIAL","VT","Rural",44.99577328,-71.53913356,NA
"6783",NA,"VT0034",2,NA,NA,NA,NA,"CAVENDISH FLETCHER COMMUNITY","VT","Rural",43.38352577,-72.63711837,NA
"6784",NA,"VT0035",2,NA,NA,NA,NA,"CHARLOTTE","VT","Rural",44.31105565,-73.24931229,NA
"6785",NA,"VT0036",2,NA,NA,NA,NA,"CHELSEA PUBLIC","VT","Rural",43.98911004,-72.44763614,NA
"6786",NA,"VT0037",2,NA,NA,NA,NA,"WHITING","VT","Rural",43.26386995,-72.59716276,NA
"6787",NA,"VT0038",2,NA,NA,NA,NA,"CHITTENDEN PUBLIC","VT","Rural",43.70091787,-72.95184487,NA
"6788",NA,"VT0039",2,NA,NA,NA,NA,"BURNHAM MEMORIAL","VT","Rural",44.54412268,-73.14896708,NA
"6789",NA,"VT0042",2,NA,NA,NA,NA,"CORNWALL FREE PUBLIC","VT","Rural",43.9613691,-73.20959062,NA
"6790",NA,"VT0043",2,NA,NA,NA,NA,"CRAFTSBURY PUBLIC","VT","Rural",44.65445694,-72.38351836,NA
"6791",NA,"VT0045",2,NA,NA,NA,NA,"S.L. GRIFFITH MEMORIAL LIBRARY","VT","Rural",43.34594174,-72.9959178,NA
"6792",NA,"VT0048",2,NA,NA,NA,NA,"DAILEY MEMORIAL","VT","Rural",44.9489539,-72.1322413,NA
"6793",NA,"VT0049",2,NA,NA,NA,NA,"HASKELL FREE","VT","Rural",45.00556686,-72.09771742,NA
"6794",NA,"VT0052",2,NA,NA,NA,NA,"ENOSBURGH PUBLIC","VT","Rural",44.90590943,-72.80581263,NA
"6795",NA,"VT0053",2,NA,NA,NA,NA,"ESSEX FREE","VT","Suburban",44.5117743,-73.05912645,NA
"6796",NA,"VT0054",2,NA,NA,NA,NA,"BROWNELL","VT","Suburban",44.4915358,-73.11108473,NA
"6797",NA,"VT0055",2,NA,NA,NA,NA,"FAIRFAX COMMUNITY","VT","Rural",44.66302585,-73.013253,NA
"6798",NA,"VT0056",2,NA,NA,NA,NA,"BENT NORTHROP MEMORIAL","VT","Rural",44.80052158,-72.9482728,NA
"6799",NA,"VT0058",2,NA,NA,NA,NA,"FAIRLEE PUBLIC","VT","Rural",43.90595576,-72.14605862,NA
"6800",NA,"VT0059",2,NA,NA,NA,NA,"HASTON","VT","Rural",44.98155179,-72.91558631,NA
"6801",NA,"VT0060",2,NA,NA,NA,NA,"GEORGIA PUBLIC","VT","Rural",44.7031035,-73.10523959,NA
"6802",NA,"VT0061",2,NA,NA,NA,NA,"GLOVER PUBLIC","VT","Rural",44.70724558,-72.18812186,NA
"6803",NA,"VT0062",2,NA,NA,NA,NA,"GRAFTON PUBLIC","VT","Rural",43.17183427,-72.6070565,NA
"6804",NA,"VT0063",2,NA,NA,NA,NA,"GRAND ISLE FREE","VT","Rural",44.72235769,-73.29512023,NA
"6805",NA,"VT0065",2,NA,NA,NA,NA,"GREENSBORO FREE","VT","Rural",44.57670234,-72.29600408,NA
"6806",NA,"VT0066",2,NA,NA,NA,NA,"GROTON FREE PUBLIC","VT","Rural",44.21023803,-72.19426345,NA
"6807",NA,"VT0067",2,NA,NA,NA,NA,"GUILDHALL PUBLIC","VT","Rural",44.77492735,-71.60104958,NA
"6808",NA,"VT0069",2,NA,NA,NA,NA,"HANCOCK FREE PUBLIC","VT","Rural",43.92352925,-72.84059357,NA
"6809",NA,"VT0072",2,NA,NA,NA,NA,"HARTLAND PUBLIC","VT","Rural",43.54026799,-72.40205602,NA
"6810",NA,"VT0073",2,NA,NA,NA,NA,"HIGHGATE PUBLIC","VT","Rural",44.93830129,-73.04485412,NA
"6811",NA,"VT0074",2,NA,NA,NA,NA,"CARPENTER-CARSE","VT","Rural",44.34127899,-73.11800308,NA
"6812",NA,"VT0075",2,NA,NA,NA,NA,"HUNTINGTON PUBLIC","VT","Rural",44.32667994,-72.98769172,NA
"6813",NA,"VT0076",2,NA,NA,NA,NA,"LANPHER MEMORIAL","VT","Rural",44.59355445,-72.61715217,NA
"6814",NA,"VT0077",2,NA,NA,NA,NA,"LEACH PUBLIC","VT","Rural",44.80291549,-72.27830192,NA
"6815",NA,"VT0078",2,NA,NA,NA,NA,"ISLE LA MOTTE FREE PUBLIC","VT","Rural",44.87820045,-73.33818134,NA
"6816",NA,"VT0079",2,NA,NA,NA,NA,"JAMAICA FREE PUBLIC","VT","Rural",43.10042301,-72.77823156,NA
"6817",NA,"VT0080",2,NA,NA,NA,NA,"JERICHO TOWN","VT","Rural",44.46947651,-72.97197959,NA
"6818",NA,"VT0081",2,NA,NA,NA,NA,"JOHNSON PUBLIC","VT","Rural",44.63470423,-72.6819292,NA
"6819",NA,"VT0083",2,NA,NA,NA,NA,"LINCOLN","VT","Rural",44.10822554,-72.9999707,NA
"6820",NA,"VT0084",2,NA,NA,NA,NA,"SOUTH LONDONDERRY FREE","VT","Rural",43.19089551,-72.81239058,NA
"6821",NA,"VT0085",2,NA,NA,NA,NA,"LOWELL COMMUNITY","VT","Rural",44.8002965,-72.4478183,NA
"6822",NA,"VT0087",2,NA,NA,NA,NA,"ALDEN BALCH MEMORIAL","VT","Rural",44.46322688,-71.681554,NA
"6823",NA,"VT0089",3,NA,NA,NA,NA,"COBLEIGH PUBLIC - BOOKMOBILE","VT","Town",44.53516515,-72.00477183,NA
"6824",NA,"VT0090",2,NA,NA,NA,NA,"MANCHESTER COMMUNITY LIBRARY","VT","Rural",43.1776883,-73.05021143,NA
"6825",NA,"VT0092",2,NA,NA,NA,NA,"ILSLEY PUBLIC","VT","Town",44.01269317,-73.16915271,NA
"6826",NA,"VT0092",3,NA,NA,NA,NA,"SARAH PARTRIDGE COMMUNITY","VT","Rural",43.97189107,-73.09526557,NA
"6827",NA,"VT0094",2,NA,NA,NA,NA,"MIDDLETOWN SPRINGS PUBLIC","VT","Rural",43.48530253,-73.12217902,NA
"6828",NA,"VT0095",2,NA,NA,NA,NA,"MILTON PUBLIC","VT","Rural",44.61959778,-73.12391148,NA
"6829",NA,"VT0095",3,NA,NA,NA,NA,"MILTON PUBLIC - BOOKMOBILE","VT","Rural",44.61959778,-73.12391148,NA
"6830",NA,"VT0096",2,NA,NA,NA,NA,"RUSSELL MEMORIAL","VT","Rural",44.25426216,-73.12294056,NA
"6831",NA,"VT0097",2,NA,NA,NA,NA,"MONTGOMERY TOWN","VT","Rural",44.87854285,-72.60736345,NA
"6832",NA,"VT0099",3,NA,NA,NA,NA,"MORETOWN MEMORIAL","VT","Rural",44.24748168,-72.76391192,NA
"6833",NA,"VT0100",2,NA,NA,NA,NA,"MORRISTOWN CENTENNIAL","VT","Rural",44.56229192,-72.59544329,NA
"6834",NA,"VT0101",2,NA,NA,NA,NA,"MOUNT HOLLY TOWN","VT","Rural",43.41453391,-72.82120248,NA
"6835",NA,"VT0103",2,NA,NA,NA,NA,"TENNEY MEMORIAL","VT","Rural",44.08013401,-72.05646622,NA
"6836",NA,"VT0104",2,NA,NA,NA,NA,"BALDWIN MEMORIAL","VT","Rural",44.15343907,-72.04683239,NA
"6837",NA,"VT0106",2,NA,NA,NA,NA,"NEW HAVEN COMMUNITY","VT","Rural",44.1253017,-73.15371786,NA
"6838",NA,"VT0107",2,NA,NA,NA,NA,"GOODRICH MEMORIAL","VT","Town",44.93555919,-72.21007683,NA
"6839",NA,"VT0108",2,NA,NA,NA,NA,"BROWN PUBLIC","VT","Town",44.14758997,-72.65631477,NA
"6840",NA,"VT0109",2,NA,NA,NA,NA,"NORTH HERO PUBLIC","VT","Rural",44.81178179,-73.29216745,NA
"6841",NA,"VT0110",2,NA,NA,NA,NA,"NORWICH PUBLIC","VT","Town",43.71680072,-72.30892327,NA
"6842",NA,"VT0111",2,NA,NA,NA,NA,"ORWELL FREE LIBRARY","VT","Rural",43.80359834,-73.29979658,NA
"6843",NA,"VT0112",2,NA,NA,NA,NA,"PAWLET PUBLIC","VT","Rural",43.34548228,-73.17928878,NA
"6844",NA,"VT0113",2,NA,NA,NA,NA,"PEACHAM","VT","Rural",44.32890122,-72.17051257,NA
"6845",NA,"VT0114",2,NA,NA,NA,NA,"ROGER CLARK MEMORIAL","VT","Rural",43.77062498,-72.81243702,NA
"6846",NA,"VT0117",2,NA,NA,NA,NA,"TYSON","VT","Rural",43.46743943,-72.70827737,NA
"6847",NA,"VT0118",2,NA,NA,NA,NA,"ABBOTT MEMORIAL","VT","Rural",43.66482005,-72.53913995,NA
"6848",NA,"VT0121",2,NA,NA,NA,NA,"PROCTOR FREE","VT","Rural",43.66129374,-73.03286247,NA
"6849",NA,"VT0124",2,NA,NA,NA,NA,"READING PUBLIC","VT","Rural",43.45440407,-72.5373272,NA
"6850",NA,"VT0125",2,NA,NA,NA,NA,"READSBORO COMMUNITY","VT","Rural",42.77140825,-72.94066908,NA
"6851",NA,"VT0126",2,NA,NA,NA,NA,"ARVIN A. BROWN PUBLIC","VT","Rural",44.995263,-72.67290616,NA
"6852",NA,"VT0127",2,NA,NA,NA,NA,"RICHMOND FREE","VT","Rural",44.40323333,-72.99505816,NA
"6853",NA,"VT0128",2,NA,NA,NA,NA,"ROCHESTER PUBLIC","VT","Rural",43.87414195,-72.80828974,NA
"6854",NA,"VT0130",2,NA,NA,NA,NA,"ROXBURY FREE","VT","Rural",44.09348169,-72.73309275,NA
"6855",NA,"VT0131",2,NA,NA,NA,NA,"ROYALTON MEMORIAL","VT","Rural",43.81810478,-72.51967743,NA
"6856",NA,"VT0136",2,NA,NA,NA,NA,"SOUTH RYEGATE PUBLIC","VT","Rural",44.18635951,-72.14033085,NA
"6857",NA,"VT0137",2,NA,NA,NA,NA,"ST. ALBANS FREE","VT","Town",44.81288363,-73.08189777,NA
"6858",NA,"VT0139",2,NA,NA,NA,NA,"BAXTER MEMORIAL","VT","Rural",43.78384482,-72.45603824,NA
"6859",NA,"VT0140",2,NA,NA,NA,NA,"PIERSON","VT","Suburban",44.37952608,-73.22799686,NA
"6860",NA,"VT0141",2,NA,NA,NA,NA,"SHELDON MUNICIPAL","VT","Rural",44.88068677,-72.94634949,NA
"6861",NA,"VT0142",2,NA,NA,NA,NA,"SHERBURNE MEMORIAL","VT","Rural",43.67231603,-72.77685123,NA
"6862",NA,"VT0143",2,NA,NA,NA,NA,"PLATT MEMORIAL","VT","Rural",43.89379273,-73.31463623,NA
"6863",NA,"VT0144",2,NA,NA,NA,NA,"SHREWSBURY","VT","Rural",43.48967704,-72.88087817,NA
"6864",NA,"VT0145",2,NA,NA,NA,NA,"SOUTH BURLINGTON","VT","City",44.45472311,-73.1789727,NA
"6865",NA,"VT0146",2,NA,NA,NA,NA,"WORTHEN LIBRARY","VT","Rural",44.63629822,-73.30257359,NA
"6866",NA,"VT0147",2,NA,NA,NA,NA,"SPRINGFIELD TOWN","VT","Town",43.29822234,-72.4819825,NA
"6867",NA,"VT0148",2,NA,NA,NA,NA,"STAMFORD COMMUNITY","VT","Rural",42.75493932,-73.06816579,NA
"6868",NA,"VT0149",2,NA,NA,NA,NA,"STARKSBORO PUBLIC","VT","Rural",44.22518929,-73.0570298,NA
"6869",NA,"VT0151",2,NA,NA,NA,NA,"STOWE FREE","VT","Rural",44.46428229,-72.68467242,NA
"6870",NA,"VT0152",2,NA,NA,NA,NA,"MORRILL MEMORIAL & HARRIS","VT","Rural",43.86385203,-72.3761696,NA
"6871",NA,"VT0154",2,NA,NA,NA,NA,"SWANTON PUBLIC","VT","Town",44.91833519,-73.12440716,NA
"6872",NA,"VT0155",2,NA,NA,NA,NA,"LATHAM MEMORIAL","VT","Rural",43.81888287,-72.22966257,NA
"6873",NA,"VT0157",2,NA,NA,NA,NA,"GEORGE PEABODY","VT","Rural",43.88595549,-72.26058589,NA
"6874",NA,"VT0158",2,NA,NA,NA,NA,"TINMOUTH","VT","Rural",43.44821529,-73.05047284,NA
"6875",NA,"VT0159",2,NA,NA,NA,NA,"TOWNSHEND PUBLIC","VT","Rural",43.04521105,-72.66678806,NA
"6876",NA,"VT0160",2,NA,NA,NA,NA,"WILLIAM & LUCY RAND MEMORIAL","VT","Rural",44.99923601,-72.40454998,NA
"6877",NA,"VT0161",2,NA,NA,NA,NA,"TUNBRIDGE PUBLIC","VT","Rural",43.88966297,-72.49223432,NA
"6878",NA,"VT0164",2,NA,NA,NA,NA,"BIXBY MEMORIAL","VT","Town",44.16725467,-73.25354498,NA
"6879",NA,"VT0166",2,NA,NA,NA,NA,"JOSLIN MEMORIAL","VT","Rural",44.1903267,-72.8242001,NA
"6880",NA,"VT0167",2,NA,NA,NA,NA,"WALDEN COMMUNITY","VT","Rural",44.45254494,-72.21921847,NA
"6881",NA,"VT0168",2,NA,NA,NA,NA,"GILBERT HART","VT","Rural",43.47150411,-72.97727436,NA
"6882",NA,"VT0170",2,NA,NA,NA,NA,"WARREN PUBLIC","VT","Rural",44.11274615,-72.85598478,NA
"6883",NA,"VT0171",2,NA,NA,NA,NA,"CALEF MEMORIAL","VT","Rural",44.10771973,-72.43336218,NA
"6884",NA,"VT0172",2,NA,NA,NA,NA,"WATERBURY PUBLIC","VT","Town",44.33993374,-72.75841641,NA
"6885",NA,"VT0173",2,NA,NA,NA,NA,"DAVIES MEMORIAL","VT","Rural",44.35449076,-71.90774628,NA
"6886",NA,"VT0176",2,NA,NA,NA,NA,"WELLS VILLAGE","VT","Rural",43.41717384,-73.20357959,NA
"6887",NA,"VT0177",2,NA,NA,NA,NA,"WATERVILLE TOWN","VT","Rural",44.69385004,-72.76647988,NA
"6888",NA,"VT0178",2,NA,NA,NA,NA,"HITCHCOCK MUSEUM & LIBRARY","VT","Rural",44.88772535,-72.42901471,NA
"6889",NA,"VT0179",2,NA,NA,NA,NA,"WESTFORD PUBLIC","VT","Rural",44.61203077,-73.01141544,NA
"6890",NA,"VT0180",2,NA,NA,NA,NA,"BUTTERFIELD","VT","Rural",43.06625292,-72.46038527,NA
"6891",NA,"VT0184",2,NA,NA,NA,NA,"MARY L. BLOOD MEMORIAL","VT","Rural",43.46815868,-72.47124848,NA
"6892",NA,"VT0187",2,NA,NA,NA,NA,"AINSWORTH PUBLIC","VT","Town",44.12255499,-72.54127751,NA
"6893",NA,"VT0188",2,NA,NA,NA,NA,"DOROTHY ALLING MEMORIAL","VT","Suburban",44.43897451,-73.07412205,NA
"6894",NA,"VT0188",3,NA,NA,NA,NA,"DOROTHY ALLING MEML - BOOKMOBILE","VT","Suburban",44.43897451,-73.07412205,NA
"6895",NA,"VT0190",2,NA,NA,NA,NA,"WINDHAM TOWN","VT","Rural",43.18045212,-72.72598632,NA
"6896",NA,"VT0192",2,NA,NA,NA,NA,"WINHALL MEMORIAL","VT","Rural",43.14604307,-72.89657037,NA
"6897",NA,"VT0193",2,NA,NA,NA,NA,"WINOOSKI MEMORIAL","VT","Suburban",44.49298457,-73.19059346,NA
"6898",NA,"VT0194",2,NA,NA,NA,NA,"GLEE MERRITT KELLEY COMMUNITY","VT","Rural",44.53716906,-72.4519013,NA
"6899",NA,"VT0195",2,NA,NA,NA,NA,"WOODBURY COMMUNITY","VT","Rural",44.44064411,-72.41619258,NA
"6900",NA,"VT0196",2,NA,NA,NA,NA,"NORMAN WILLIAMS PUBLIC","VT","Rural",43.62444959,-72.51902403,NA
"6901",NA,"VT0202",2,NA,NA,NA,NA,"ALBANY TOWN","VT","Rural",44.73502593,-72.378657,NA
"6902",NA,"VT0206",2,NA,NA,NA,NA,"BAILEY MEMORIAL","VT","Town",43.5647286,-72.96809399,NA
"6903",NA,"VT0208",2,NA,NA,NA,NA,"LYDIA TAFT PRATT","VT","Rural",42.92857073,-72.61312936,NA
"6904",NA,"VT0209",2,NA,NA,NA,NA,"BELCHER MEMORIAL","VT","Rural",43.77851416,-72.69805832,NA
"6905",NA,"VT0210",2,NA,NA,NA,NA,"JOHN W. SIMPSON MEMORIAL","VT","Rural",44.63988878,-72.33811895,NA
"6906",NA,"VT0211",2,NA,NA,NA,NA,"N. DANVILLE BRAINERD MEMORIAL","VT","Rural",44.45921149,-72.09961985,NA
"6907",NA,"VT0212",2,NA,NA,NA,NA,"SALISBURY FREE PUBLIC","VT","Rural",43.8964148,-73.10158804,NA
"6908",NA,"VT0213",2,NA,NA,NA,NA,"BLAKE MEMORIAL","VT","Rural",44.0637904,-72.22207129,NA
"6909",NA,"VT0214",2,NA,NA,NA,NA,"DEBORAH RAWSON MEMORIAL","VT","Rural",44.5185645,-72.94707729,NA
"6910",NA,"VT0217",1,NA,NA,NA,NA,"VERSHIRE COMMUNITY","VT","Rural",43.97075537,-72.32469862,NA
"6911",NA,"VT0218",1,NA,NA,NA,NA,"WEST FAIRLEE FREE PUBLIC","VT","Rural",43.90198179,-72.26323349,NA
"6912",NA,"VT0220",1,NA,NA,NA,NA,"FRANKLIN-GRAND ISLE BOOKMOBILE","VT","Town",44.91681583,-73.11107199,NA
"6913",NA,"VT0222",1,NA,NA,NA,NA,"WEST HARTFORD","VT","Rural",43.71233026,-72.417314,NA
"6914",NA,"WA0002",2,NA,NA,NA,NA,"BURLINGTON PUBLIC LIBRARY","WA","Suburban",48.47469984,-122.3238626,NA
"6915",NA,"WA0003",2,NA,NA,NA,NA,"CASTLE ROCK PUBLIC LIBRARY","WA","Town",46.27529251,-122.9097317,NA
"6916",NA,"WA0004",2,NA,NA,NA,NA,"CATHLAMET PUBLIC LIBRARY","WA","Rural",46.20093761,-123.3839345,NA
"6917",NA,"WA0006",2,NA,NA,NA,NA,"CLE ELUM (CARPENTER MEMORIAL) LIBRARY","WA","Town",47.19613694,-120.9380799,NA
"6918",NA,"WA0009",2,NA,NA,NA,NA,"DAVENPORT PUBLIC LIBRARY","WA","Rural",47.65396435,-118.1509549,NA
"6919",NA,"WA0011",2,NA,NA,NA,NA,"HARRINGTON PUBLIC LIBRARY","WA","Rural",47.4809455,-118.2547514,NA
"6920",NA,"WA0012",2,NA,NA,NA,NA,"KALAMA PUBLIC LIBRARY","WA","Town",46.00984263,-122.8452831,NA
"6921",NA,"WA0014",2,NA,NA,NA,NA,"KITTITAS PUBLIC (GILMOUR MEMORIAL) LIBRARY","WA","Rural",46.98464447,-120.4190211,NA
"6922",NA,"WA0016",2,NA,NA,NA,NA,"ODESSA PUBLIC LIBRARY","WA","Rural",47.33382412,-118.6892337,NA
"6923",NA,"WA0019",2,NA,NA,NA,NA,"REARDAN MEMORIAL LIBRARY","WA","Rural",47.66914802,-117.8819725,NA
"6924",NA,"WA0020",2,NA,NA,NA,NA,"RITZVILLE PUBLIC LIBRARY","WA","Rural",47.12605036,-118.3818359,NA
"6925",NA,"WA0020",3,NA,NA,NA,NA,"LIND COMMUNITY LIBRARY","WA","Rural",46.9750738,-118.61697,NA
"6926",NA,"WA0020",4,NA,NA,NA,NA,"WASHTUCNA COMMUNITY LIBRARY","WA","Rural",46.75239066,-118.3108389,NA
"6927",NA,"WA0021",2,NA,NA,NA,NA,"ROSLYN PUBLIC LIBRARY","WA","Town",47.22187198,-120.9923307,NA
"6928",NA,"WA0022",2,NA,NA,NA,NA,"SPRAGUE PUBLIC LIBRARY","WA","Rural",47.29938648,-117.9766386,NA
"6929",NA,"WA0023",2,NA,NA,NA,NA,"WAITSBURG (WELLER) PUBLIC LIBRARY","WA","Rural",46.2700718,-118.1550063,NA
"6930",NA,"WA0028",2,NA,NA,NA,NA,"OCEAN SHORES PUBLIC LIBRARY","WA","Town",47.00120144,-124.1607949,NA
"6931",NA,"WA0031",2,NA,NA,NA,NA,"SAN JUAN ISLAND LIBRARY","WA","Rural",48.53627749,-123.030383,NA
"6932",NA,"WA0032",2,NA,NA,NA,NA,"ANACORTES PUBLIC LIBRARY","WA","Town",48.51429289,-122.616559,NA
"6933",NA,"WA0033",4,NA,NA,NA,NA,"HEIGHTS BRANCH LIBRARY","WA","Suburban",46.39268747,-117.082042,NA
"6934",NA,"WA0035",2,NA,NA,NA,NA,"ELLENSBURG PUBLIC LIBRARY","WA","Town",46.99403827,-120.5445043,NA
"6935",NA,"WA0037",2,NA,NA,NA,NA,"GRANDVIEW LIBRARY","WA","Town",46.25600927,-119.9076689,NA
"6936",NA,"WA0038",3,NA,NA,NA,NA,"BOOKMOBILE","WA","Town",48.03274354,-122.7716667,NA
"6937",NA,"WA0039",2,NA,NA,NA,NA,"KELSO PUBLIC LIBRARY","WA","Suburban",46.14011722,-122.9015656,NA
"6938",NA,"WA0040",2,NA,NA,NA,NA,"MOUNT VERNON CITY LIBRARY","WA","City",48.41574673,-122.3383229,NA
"6939",NA,"WA0042",2,NA,NA,NA,NA,"PORT TOWNSEND PUBLIC LIBRARY","WA","Town",48.11628773,-122.7634066,NA
"6940",NA,"WA0043",2,NA,NA,NA,NA,"PULLMAN (NEILL) PUBLIC LIBRARY","WA","Town",46.73077768,-117.1807872,NA
