"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","speed_benchmark","pop_category"
"330",36337,"FL0025",14,"miami lakes branch library","library","No","public library","Active","6699 Windmill Gate Rd","Hialeah","FL",33014,6074,"Dade",25.9234876,-80.3088965,"Congressional District 25","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.001,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",1284,84,1200,31,37200,12,446400,0,0,0,31,0,446400,0.8,357120,89280,11000,NA,NA,NA,NA,NA,14400,31,11520,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",2454190,NA,21,"Suburban Large","Suburban","benchmark not met","over50"
"331",36337,"FL0025",14,"miami lakes branch library","library","No","public library","Active","6699 Windmill Gate Rd","Hialeah","FL",33014,6074,"Dade",25.9234876,-80.3088965,"Congressional District 25","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.004,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",8000,"Mbps",8000,"Mbps",6301.11,412.22,5888.89,1,5888.89,12,70666.68,0,0,0,1,0,70666.68,0.8,56533.344,14133.34,11000,NA,NA,NA,NA,NA,1442.17,49,1153.74171428571,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",8000,8000,"gigabit","gigabit",2454190,NA,21,"Suburban Large","Suburban","benchmark met","over50"
"332",36367,"FL0012",5,"hollywood branch library","library","No","public library","Active","2600 Hollywood Blvd","Hollywood","FL",33020,4807,"Broward",26.01111,-80.159184,"Congressional District 24","Urban",NA,NA,NA,NA,127737,"Broward County Div Of Libs","library system","100 S Andrews Ave","Ft Lauderdale","FL",33301,"Congressional District 22",2022,221008210,2299009306,2299009306.001,"In-Window","Committed","Funded","FCDL Issued","BellSouth Telecommunications, LLC",143004824,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",616,0,616,34,20944,12,251328,0,0,0,0,0,251328,0.8,201062.4,50265.6,30000,NA,NA,NA,NA,NA,NA,34,5913.6,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",1000,1000,"gigabit","gigabit",1932212,NA,21,"Suburban Large","Suburban","benchmark met","over50"
"333",36387,"FL0012",11,"carver ranches branch library","library","No","public library","Active","4735 Sw 18th St","Hollywood","FL",33023,3307,"Broward",25.994641,-80.190783,"Congressional District 24","Urban",NA,NA,NA,NA,127737,"Broward County Div Of Libs","library system","100 S Andrews Ave","Ft Lauderdale","FL",33301,"Congressional District 22",2022,221008210,2299009306,2299009306.001,"In-Window","Committed","Funded","FCDL Issued","BellSouth Telecommunications, LLC",143004824,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",616,0,616,34,20944,12,251328,0,0,0,0,0,251328,0.8,201062.4,50265.6,10000,NA,NA,NA,NA,NA,NA,34,5913.6,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",1000,1000,"gigabit","gigabit",1932212,NA,21,"Suburban Large","Suburban","benchmark met","over50"
"334",36418,"FL0012",17,"south regional branch library","library","No","public library","Active","7300 Pines Blvd","Hollywood","FL",33024,7227,"Broward",26.009224,-80.233734,"Congressional District 23","Urban",NA,NA,NA,NA,127737,"Broward County Div Of Libs","library system","100 S Andrews Ave","Ft Lauderdale","FL",33301,"Congressional District 22",2022,221008210,2299009306,2299009306.001,"In-Window","Committed","Funded","FCDL Issued","BellSouth Telecommunications, LLC",143004824,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",616,0,616,34,20944,12,251328,0,0,0,0,0,251328,0.8,201062.4,50265.6,70000,NA,NA,NA,NA,NA,NA,34,5913.6,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",1000,1000,"gigabit","gigabit",1932212,NA,21,"Suburban Large","Suburban","benchmark met","over50"
"335",36516,"FL0025",22,"north dade regional library","library","No","public library","Active","2455 Nw 183rd St","Miami Gardens","FL",33056,3641,"Dade",25.9417584,-80.2426745,"Congressional District 24","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.002,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",200,"Mbps",200,"Mbps",1712,112,1600,4,6400,12,76800,0,0,0,0,0,76800,0.8,61440,15360,50000,NA,NA,NA,NA,NA,19200,4,15360,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",200,200,"served_not_gigabit","not_gigabit",2454190,NA,21,"Suburban Large","Suburban","benchmark not met","over50"
"336",36516,"FL0025",22,"north dade regional library","library","No","public library","Active","2455 Nw 183rd St","Miami Gardens","FL",33056,3641,"Dade",25.9417584,-80.2426745,"Congressional District 24","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.004,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",8000,"Mbps",8000,"Mbps",6301.11,412.22,5888.89,1,5888.89,12,70666.68,0,0,0,1,0,70666.68,0.8,56533.344,14133.34,50000,NA,NA,NA,NA,NA,1442.17,49,1153.74171428571,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",8000,8000,"gigabit","gigabit",2454190,NA,21,"Suburban Large","Suburban","benchmark met","over50"
"337",36525,"FL0012",32,"northwest branch library","library","No","public library","Active","1580 Nw 3rd Ave","Pompano Beach","FL",33060,5447,"Broward",26.248713,-80.126549,"Congressional District 20","Urban",NA,NA,NA,NA,127737,"Broward County Div Of Libs","library system","100 S Andrews Ave","Ft Lauderdale","FL",33301,"Congressional District 22",2022,221008210,2299009306,2299009306.001,"In-Window","Committed","Funded","FCDL Issued","BellSouth Telecommunications, LLC",143004824,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",616,0,616,34,20944,12,251328,0,0,0,0,0,251328,0.8,201062.4,50265.6,10000,NA,NA,NA,NA,NA,NA,34,5913.6,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",1000,1000,"gigabit","gigabit",1932212,NA,12,"City Midsize","City","benchmark met","over50"
"338",36535,"FL0012",33,"pompano beach branch library","library","No","public library","Active","1213 E Atlantic Blvd","Pompano Beach","FL",33060,7405,"Broward",26.232147,-80.110817,"Congressional District 22","Urban",NA,NA,NA,NA,127737,"Broward County Div Of Libs","library system","100 S Andrews Ave","Ft Lauderdale","FL",33301,"Congressional District 22",2022,221008210,2299009306,2299009306.001,"In-Window","Committed","Funded","FCDL Issued","BellSouth Telecommunications, LLC",143004824,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",616,0,616,34,20944,12,251328,0,0,0,0,0,251328,0.8,201062.4,50265.6,13000,NA,NA,NA,NA,NA,NA,34,5913.6,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",1000,1000,"gigabit","gigabit",1932212,NA,12,"City Midsize","City","benchmark met","over50"
"339",36538,"FL0012",28,"beach branch library","library","No","public library","Active","221 N Pompano Beach Blvd","Pompano Beach","FL",33062,5102,"Broward",26.235683,-80.089806,"Congressional District 22","Urban",NA,NA,NA,NA,127737,"Broward County Div Of Libs","library system","100 S Andrews Ave","Ft Lauderdale","FL",33301,"Congressional District 22",2022,221008210,2299009306,2299009306.001,"In-Window","Committed","Funded","FCDL Issued","BellSouth Telecommunications, LLC",143004824,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",616,0,616,34,20944,12,251328,0,0,0,0,0,251328,0.8,201062.4,50265.6,5403,NA,NA,NA,NA,NA,NA,34,5913.6,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",1000,1000,"gigabit","gigabit",1932212,NA,12,"City Midsize","City","benchmark met","over50"
"340",36543,"FL0012",14,"margate branch library","library","No","public library","Active","5810 Park Dr","Pompano Beach","FL",33063,3628,"Broward",26.24124,-80.207291,"Congressional District 22","Urban",NA,NA,NA,NA,127737,"Broward County Div Of Libs","library system","100 S Andrews Ave","Ft Lauderdale","FL",33301,"Congressional District 22",2022,221008210,2299009306,2299009306.001,"In-Window","Committed","Funded","FCDL Issued","BellSouth Telecommunications, LLC",143004824,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",616,0,616,34,20944,12,251328,0,0,0,0,0,251328,0.8,201062.4,50265.6,15800,NA,NA,NA,NA,NA,NA,34,5913.6,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",1000,1000,"gigabit","gigabit",1932212,NA,21,"Suburban Large","Suburban","benchmark met","over50"
"341",36578,"FL0012",31,"north regional bcc library","library","No","public library","Active","1100 Coconut Creek Blvd","Coconut Creek","FL",33066,1647,"Broward",26.24435,-80.171846,"Congressional District 22","Urban",NA,NA,NA,NA,127737,"Broward County Div Of Libs","library system","100 S Andrews Ave","Ft Lauderdale","FL",33301,"Congressional District 22",2022,221008210,2299009306,2299009306.001,"In-Window","Committed","Funded","FCDL Issued","BellSouth Telecommunications, LLC",143004824,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",616,0,616,34,20944,12,251328,0,0,0,0,0,251328,0.8,201062.4,50265.6,103600,NA,NA,NA,NA,NA,NA,34,5913.6,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",1000,1000,"gigabit","gigabit",1932212,NA,21,"Suburban Large","Suburban","benchmark met","over50"
"342",36587,"FL0012",15,"north lauderdale branch lib","library","No","public library","Active","6601 Boulevard Of Champions","Pompano Beach","FL",33068,3813,"Broward",26.210476,-80.214188,"Congressional District 20","Urban",NA,NA,NA,NA,127737,"Broward County Div Of Libs","library system","100 S Andrews Ave","Ft Lauderdale","FL",33301,"Congressional District 22",2022,221008210,2299009306,2299009306.001,"In-Window","Committed","Funded","FCDL Issued","BellSouth Telecommunications, LLC",143004824,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",616,0,616,34,20944,12,251328,0,0,0,0,0,251328,0.8,201062.4,50265.6,20000,NA,NA,NA,NA,NA,NA,34,5913.6,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",1000,1000,"gigabit","gigabit",1932212,NA,21,"Suburban Large","Suburban","benchmark met","over50"
"343",36597,"FL0012",12,"collier city branch library","library","No","public library","Active","2800 Nw 9th Ct","Pompano Beach","FL",33069,2149,"Broward",26.24015,-80.160942,"Congressional District 20","Urban",NA,NA,NA,NA,127737,"Broward County Div Of Libs","library system","100 S Andrews Ave","Ft Lauderdale","FL",33301,"Congressional District 22",2022,221008210,2299009306,2299009306.001,"In-Window","Committed","Funded","FCDL Issued","BellSouth Telecommunications, LLC",143004824,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",616,0,616,34,20944,12,251328,0,0,0,0,0,251328,0.8,201062.4,50265.6,17100,NA,NA,NA,NA,NA,NA,34,5913.6,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",1000,1000,"gigabit","gigabit",1932212,NA,12,"City Midsize","City","benchmark met","over50"
"344",36663,"FL0025",4,"coconut grove branch library","library","No","public library","Active","2875 Mcfarlane Rd","Miami","FL",33133,6008,"Dade",25.7268138,-80.2403968,"Congressional District 27","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.001,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",1284,84,1200,31,37200,12,446400,0,0,0,31,0,446400,0.8,357120,89280,6394,NA,NA,NA,NA,NA,14400,31,11520,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",2454190,NA,11,"City Large","City","benchmark not met","over50"
"345",36663,"FL0025",4,"coconut grove branch library","library","No","public library","Active","2875 Mcfarlane Rd","Miami","FL",33133,6008,"Dade",25.7268138,-80.2403968,"Congressional District 27","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.004,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",8000,"Mbps",8000,"Mbps",6301.11,412.22,5888.89,1,5888.89,12,70666.68,0,0,0,1,0,70666.68,0.8,56533.344,14133.34,6394,NA,NA,NA,NA,NA,1442.18,49,1153.74171428571,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",8000,8000,"gigabit","gigabit",2454190,NA,11,"City Large","City","benchmark met","over50"
"346",36665,"FL0025",31,"west flagler branch library","library","No","public library","Active","5050 W Flagler St","Miami","FL",33134,1239,"Dade",25.7709723,-80.2773701,"Congressional District 27","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.001,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",1284,84,1200,31,37200,12,446400,0,0,0,31,0,446400,0.8,357120,89280,4927,NA,NA,NA,NA,NA,14400,31,11520,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",2454190,NA,11,"City Large","City","benchmark not met","over50"
"347",36665,"FL0025",31,"west flagler branch library","library","No","public library","Active","5050 W Flagler St","Miami","FL",33134,1239,"Dade",25.7709723,-80.2773701,"Congressional District 27","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.004,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",8000,"Mbps",8000,"Mbps",6301.11,412.22,5888.89,1,5888.89,12,70666.68,0,0,0,1,0,70666.68,0.8,56533.344,14133.34,4927,NA,NA,NA,NA,NA,1442.18,49,1153.74171428571,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",8000,8000,"gigabit","gigabit",2454190,NA,11,"City Large","City","benchmark met","over50"
"348",36677,"FL0025",5,"coral gables branch library","library","No","public library","Active","3443 Segovia St","Miami","FL",33134,7029,"Dade",25.73972,-80.266124,"Congressional District 27","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.004,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",8000,"Mbps",8000,"Mbps",6301.11,412.22,5888.89,1,5888.89,12,70666.68,0,0,0,1,0,70666.68,0.8,56533.344,14133.34,2100,NA,NA,NA,NA,NA,1442.18,49,1153.74171428571,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",8000,8000,"gigabit","gigabit",2454190,NA,13,"City Small","City","benchmark met","over50"
"349",36677,"FL0025",5,"coral gables branch library","library","No","public library","Active","3443 Segovia St","Miami","FL",33134,7029,"Dade",25.73972,-80.266124,"Congressional District 27","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.011,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",200,"Mbps",200,"Mbps",1893.05,117.27,1775.78,1,1775.78,12,21309.36,0,0,0,1,0,21309.36,0.8,17047.488,4261.87,2100,NA,NA,NA,NA,NA,21309.36,1,17047.488,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",200,200,"served_not_gigabit","not_gigabit",2454190,NA,13,"City Small","City","benchmark not met","over50"
"350",36680,"FL0025",13,"hispanic branch library","library","No","public library","Active","1398 Sw 1 St.","Miami","FL",33135,1639,"Dade",25.7721621,-80.2176038,"Congressional District 27","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.001,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",1284,84,1200,31,37200,12,446400,0,0,0,31,0,446400,0.8,357120,89280,2800,NA,NA,NA,NA,NA,14400,31,11520,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",2454190,NA,11,"City Large","City","benchmark not met","over50"
"351",36680,"FL0025",13,"hispanic branch library","library","No","public library","Active","1398 Sw 1 St.","Miami","FL",33135,1639,"Dade",25.7721621,-80.2176038,"Congressional District 27","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.004,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",8000,"Mbps",8000,"Mbps",6301.11,412.22,5888.89,1,5888.89,12,70666.68,0,0,0,1,0,70666.68,0.8,56533.344,14133.34,2800,NA,NA,NA,NA,NA,1442.18,49,1153.74171428571,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",8000,8000,"gigabit","gigabit",2454190,NA,11,"City Large","City","benchmark met","over50"
"352",36694,"FL0025",19,"culmer/overtown branch library","library","No","public library","Active","350 Nw 13th St","Miami","FL",33136,2515,"Dade",25.7865188,-80.2012214,"Congressional District 24","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.001,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",1284,84,1200,31,37200,12,446400,0,0,0,31,0,446400,0.8,357120,89280,4500,NA,NA,NA,NA,NA,14400,31,11520,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",2454190,NA,11,"City Large","City","benchmark not met","over50"
"353",36694,"FL0025",19,"culmer/overtown branch library","library","No","public library","Active","350 Nw 13th St","Miami","FL",33136,2515,"Dade",25.7865188,-80.2012214,"Congressional District 24","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.004,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",8000,"Mbps",8000,"Mbps",6301.11,412.22,5888.89,1,5888.89,12,70666.68,0,0,0,1,0,70666.68,0.8,56533.344,14133.34,4500,NA,NA,NA,NA,NA,1442.18,49,1153.74171428571,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",8000,8000,"gigabit","gigabit",2454190,NA,11,"City Large","City","benchmark met","over50"
"354",36697,"FL0025",8,"lemon city branch library","library","No","public library","Active","430 Ne 61st St","Miami","FL",33137,2221,"Dade",25.8322894,-80.1871689,"Congressional District 24","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.001,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",1284,84,1200,31,37200,12,446400,0,0,0,31,0,446400,0.8,357120,89280,6393,NA,NA,NA,NA,NA,14400,31,11520,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",2454190,NA,11,"City Large","City","benchmark not met","over50"
"355",36697,"FL0025",8,"lemon city branch library","library","No","public library","Active","430 Ne 61st St","Miami","FL",33137,2221,"Dade",25.8322894,-80.1871689,"Congressional District 24","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.004,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",8000,"Mbps",8000,"Mbps",6301.11,412.22,5888.89,1,5888.89,12,70666.68,0,0,0,1,0,70666.68,0.8,56533.344,14133.34,6393,NA,NA,NA,NA,NA,1442.18,49,1153.74171428571,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",8000,8000,"gigabit","gigabit",2454190,NA,11,"City Large","City","benchmark met","over50"
"356",36705,"FL0025",10,"little river branch library","library","No","public library","Active","160 Ne 79th St","Miami","FL",33138,4858,"Dade",25.8473104,-80.1936667,"Congressional District 24","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.001,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",1284,84,1200,31,37200,12,446400,0,0,0,31,0,446400,0.8,357120,89280,6584,NA,NA,NA,NA,NA,14400,31,11520,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",2454190,NA,11,"City Large","City","benchmark not met","over50"
"357",36705,"FL0025",10,"little river branch library","library","No","public library","Active","160 Ne 79th St","Miami","FL",33138,4858,"Dade",25.8473104,-80.1936667,"Congressional District 24","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.004,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",8000,"Mbps",8000,"Mbps",6301.11,412.22,5888.89,1,5888.89,12,70666.68,0,0,0,1,0,70666.68,0.8,56533.344,14133.34,6584,NA,NA,NA,NA,NA,1442.18,49,1153.74171428571,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",8000,8000,"gigabit","gigabit",2454190,NA,11,"City Large","City","benchmark met","over50"
"358",36712,"FL0025",12,"miami beach branch library","library","No","public library","Active","227 22nd St.","Miami Beach","FL",33139,1708,"Dade",25.7980071,-80.1288177,"Congressional District 27","Urban",NA,NA,NA,NA,17001621,"Department Of Management Services","consortium","4050 Esplanade Way, Ste 335 Bldg.","Tallahasse","FL",33299,"Congressional District 2",2022,221015750,2299019603,2299019603.004,"In-Window","Committed","Funded","FCDL Issued","CRMSA, LLC",143042915,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",8000,"Mbps",8000,"Mbps",6301.11,412.22,5888.89,1,5888.89,12,70666.68,0,0,0,1,0,70666.68,0.8,56533.344,14133.34,42000,NA,NA,NA,NA,NA,1442.18,49,1153.74171428571,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",8000,8000,"gigabit","gigabit",2454190,NA,13,"City Small","City","benchmark met","over50"
