"","FSCSKEY","FSCS_SEQ","STABR","LIBID","LIBNAME","ADDRESS","CITY","ZIP","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","LONGITUD","LATITUDE","PLS_YEAR","POPU_LSA","POPU_LSA_YEAR"
"6800","UT0023",4,"UT","GARFLD1101","ESCALANTE BRANCH","90 NORTH 100 WEST","ESCALANTE",84726,NA,43,"Rural Remote","Rural",-111.602176,37.772201,2017,1682,2020
"6801","UT0024",3,"UT","GRNDCO1102","GRAND COUNTY PUBLIC LIBRARY CASTLE VALLEY BRANCH","975 CASTLE VALLEY DR","CASTLE VALLEY",84532,NA,42,"Rural Distant","Rural",-109.42469,38.65244,2020,9754,2020
"6802","UT0025",5,"UT","UT0025-005","IRON COUNTY BOOKMOBILE LIBRARY","4763 NORTH SANTA FE TRAIL","ENOCH",84720,NA,33,"Town Remote","Town",-113.0431349,37.76408052,2020,16910,2020
"6803","UT0028",3,"UT","JUABCO1102","JUAB COUNTY BOOKMOBILE LIBRARY","79 NORTH 100 WEST","BICKNELL",84715,NA,43,"Rural Remote","Rural",-111.5461156,38.34169119,2020,5639,2020
"6804","UT0029",2,"UT","JUABCO1201","NEPHI PUBLIC LIBRARY","21 EAST 100 NORTH","NEPHI",84648,NA,32,"Town Distant","Town",-111.835582,39.71006744,2020,6378,2020
"6805","UT0030",3,"UT","KANECO1102","KANE COUNTY BOOKMOBILE LIBRARY","25 SOUTH 200 EAST","PANGUITCH",84759,NA,43,"Rural Remote","Rural",-112.4316825,37.82246401,2020,2955,2020
"6806","UT0031",2,"UT","KANECO1201","KANAB CITY LIBRARY","374 NORTH MAIN STREET","KANAB",84741,NA,33,"Town Remote","Town",-112.5285167,37.05404386,2020,4931,2020
"6807","UT0032",3,"UT","MILLRD1102","MILLARD COUNTY BOOKMOBILE LIBRARY","90 NORTH 200 WEST","DELTA",84624,NA,33,"Town Remote","Town",-112.5792158,39.35391684,2020,5389,2020
"6808","UT0035",2,"UT","MORGAN1101","MORGAN COUNTY LIBRARY","50 NORTH 100 WEST","MORGAN",84050,NA,32,"Town Distant","Town",-111.679359,41.03745806,2020,12124,2020
"6809","UT0036",3,"UT","PIUTECO1102","PIUTE COUNTY BOOKMOBILE LIBRARY","79 NORTH 100 WEST","BICKNELL",84715,NA,43,"Rural Remote","Rural",-111.5461156,38.34169119,2020,1479,2020
"6810","UT0037",3,"UT","RICHCO1102","RICH COUNTY BOOKMOBILE LIBRARY","20 NORTH MAIN STREET","RANDOLPH",84064,NA,43,"Rural Remote","Rural",-111.184,41.66585,2019,-3,2019
"6811","UT0037",4,"UT","RICHCO1103","RICH COUNTY/RANDOLPH LIBRARY","20 NORTH MAIN STREET","RANDOLPH",84064,NA,43,"Rural Remote","Rural",-111.184,41.66585,2019,-3,2019
"6812","UT0038",4,"UT","SANPET1101","SANPETE COUNTY/FAIRVIEW LIBRARY","75 SOUTH STATE STREET","FAIRVIEW",84629,NA,42,"Rural Distant","Rural",-111.4392325,39.62690802,2020,14515,2020
"6813","UT0039",2,"UT","SANPET1201","EPHRAIM PUBLIC LIBRARY","30 SOUTH MAIN STREET","EPHRAIM",84627,NA,33,"Town Remote","Town",-111.5871929,39.35918215,2020,7308,2020
"6814","UT0040",2,"UT","SANPET1301","GUNNISON CIVIC LIBRARY","38 WEST CENTER STREET","GUNNISON",84634,NA,33,"Town Remote","Town",-111.8195378,39.15522983,2020,1848,2020
"6815","UT0041",2,"UT","SANPET1401","MANTI CITY LIBRARY","02 SOUTH MAIN STREET","MANTI",84642,NA,33,"Town Remote","Town",-111.6371239,39.26534276,2020,3738,2020
"6816","UT0042",2,"UT","SANPET1501","MT. PLEASANT PUBLIC LIBRARY","24 EAST MAIN STREET","MT. PLEASANT",84647,NA,32,"Town Distant","Town",-111.45464,39.54676252,2020,3530,2020
"6817","UT0043",3,"UT","SEVIER1102","SEVIER COUNTY BOOKMOBILE LIBRARY","79 NORTH 100 WEST","BICKNELL",84715,NA,43,"Rural Remote","Rural",-111.5461156,38.34169119,2020,6963,2020
"6818","UT0044",2,"UT","SEVIER1201","MONROE PUBLIC LIBRARY","55 NORTH MAIN STREET","MONROE",84754,NA,42,"Rural Distant","Rural",-112.12174,38.63287,2020,2358,2020
"6819","UT0046",2,"UT","SEVIER1401","SALINA PUBLIC LIBRARY","90 WEST MAIN STREET","SALINA",84654,NA,43,"Rural Remote","Rural",-111.861445,38.95757751,2020,4411,2020
"6820","UT0050",2,"UT","SNJUAN1101","SAN JUAN COUNTY LIBRARY BLANDING BRANCH","25 WEST 300 SOUTH","BLANDING",84511,NA,33,"Town Remote","Town",-109.4784194,37.62107273,2020,15308,2020
"6821","UT0050",5,"UT","SNJUAN1105","SAN JUAN COUNTY LIBRARY LA SAL BRANCH","MILE MARKER 9 HWY 46","LA SAL",84530,NA,43,"Rural Remote","Rural",-109.24915,38.31236002,2020,15308,2020
"6822","UT0050",8,"UT","SNJUAN1108","SAN JUAN COUNTY LIBRARY MONUMENT VALLEY BRANCH","US STATE HIGHWAY #163","MONUMENT VALLEY",84536,NA,43,"Rural Remote","Rural",-110.1740211,37.00266408,2020,15308,2020
"6823","UT0050",9,"UT","SNJUAN1109","SAN JUAN COUNTY LIBRARY NAVAJO MOUNTAIN BRANCH","NAVAJO ROUTE #16 NAVAJO MOUNTAIN RD","NAVAJO MOUNTAIN",84536,NA,43,"Rural Remote","Rural",-110.7885097,37.06143545,2020,15308,2020
"6824","UT0051",4,"UT","SUMMIT1103","SUMMIT COUNTY BOOKMOBILE LIBRARY","1885 W UTE BLVD","PARK CITY",84098,NA,41,"Rural Fringe","Rural",-111.5460643,40.72446283,2020,33619,2020
"6825","UT0055",5,"UT","UINTAH1102","UINTAH COUNTY REGIONAL HISTORY LIBRARY","152 EAST 100 NORTH","VERNAL",84078,NA,33,"Town Remote","Town",-109.5257172,40.4571386,2020,35734,2020
"6826","UT0056",3,"UT","UTAHCO1102","UTAH COUNTY BOOKMOBILE LIBRARY","125 WEST 400 NORTH","MAPLETON",84664,NA,21,"Suburban Large","Suburban",-111.5810074,40.13397552,2020,73786,2020
"6827","UT0056",5,"UT","UTAHCO1101","UTAH COUNTY/MAPLETON LIBRARY","125 WEST 400 NORTH","MAPLETON",84664,NA,21,"Suburban Large","Suburban",-111.5810074,40.13397552,2020,73786,2020
"6828","UT0057",2,"UT","UTAHCO1201","AMERICAN FORK CITY LIBRARY","64 SOUTH 100 EAST","AMERICAN FORK",84003,NA,21,"Suburban Large","Suburban",-111.7959475,40.37554202,2020,33161,2020
"6829","UT0058",2,"UT","UTAHCO1301","LEHI CITY PUBLIC LIBRARY","120 NORTH CENTER STREET","LEHI",84043,NA,21,"Suburban Large","Suburban",-111.8491387,40.38930224,2020,69724,2020
"6830","UT0059",2,"UT","UTAHCO1401","OREM PUBLIC LIBRARY","58 NORTH STATE STREET","OREM",84057,NA,13,"City Small","City",-111.6953341,40.29792941,2020,97828,2020
"6831","UT0061",2,"UT","UTAHCO1601","PLEASANT GROVE PUBLIC LIBRARY","30 EAST CENTER STREET","PLEASANT GROVE",84062,NA,21,"Suburban Large","Suburban",-111.7400852,40.36388274,2020,38258,2020
"6832","UT0062",2,"UT","UTAHCO1701","PROVO CITY LIBRARY","550 NORTH UNIVERSITY AVENUE","PROVO",84601,NA,12,"City Midsize","City",-111.6586325,40.24104902,2020,116618,2020
"6833","UT0063",2,"UT","UTAHCO1801","SANTAQUIN CITY LIBRARY","20 WEST 100 SOUTH","SANTAQUIN",84655,NA,31,"Town Fringe","Town",-111.7856212,39.97402342,2020,12865,2020
"6834","UT0064",2,"UT","UTAHCO1901","SPANISH FORK PUBLIC LIBRARY","49 SOUTH MAIN STREET","SPANISH FORK",84660,NA,21,"Suburban Large","Suburban",-111.6547625,40.10913701,2020,40913,2020
"6835","UT0066",2,"UT","WASHCO1101","WASHINGTON COUNTY LIBRARY HEADQUARTERS","88 WEST 100 SOUTH","ST. GEORGE",84770,NA,13,"City Small","City",-113.5853804,37.10685291,2020,177556,2020
"6836","UT0066",8,"UT","WASHCO1106","WASHINGTON COUNTY LIBRARY NEW HARMONY BRANCH","34 SOUTH 2900 EAST","NEW HARMONY",84757,NA,42,"Rural Distant","Rural",-113.2423496,37.4812789,2020,177556,2020
"6837","UT0067",2,"UT","WASTCH1101","WASATCH COUNTY LIBRARY","465 EAST 1200 SOUTH","HEBER CITY",84032,NA,32,"Town Distant","Town",-111.405655,40.49282747,2020,34091,2020
"6838","UT0068",3,"UT","WAYNCO1102","WAYNE COUNTY BOOKMOBILE LIBRARY","79 NORTH 100 WEST","BICKNELL",84715,NA,43,"Rural Remote","Rural",-111.5461156,38.34169119,2020,2711,2020
"6839","UT0068",4,"UT","WAYNCO1103","WAYNE COUNTY/BICKNELL LIBRARY","79 NORTH 100 WEST","BICKNELL",84715,NA,43,"Rural Remote","Rural",-111.5461156,38.34169119,2020,2711,2020
"6840","UT0069",3,"UT","WEBRCO1102","WEBER COUNTY LAW LIBRARY","2464 JEFFERSON AVE","OGDEN",84401,NA,13,"City Small","City",-111.964809,41.221324,2017,260213,2020
"6841","UT0071",1,"UT","UT0071-001","HIGHLAND CITY LIBRARY","5400 W CIVIC CENTER DR, SUITE 2","HIGHLAND",84003,NA,21,"Suburban Large","Suburban",-111.7891013,40.42851481,2020,19175,2020
"6842","UT0072",1,"UT","UT0072-001","SALEM CITY LIBRARY","59 SOUTH MAIN STREET","SALEM",84653,NA,21,"Suburban Large","Suburban",-111.673386,40.05367182,2020,8621,2020
"6843","UT0073",1,"UT","RICHCO1201","GARDEN CITY LIBRARY","69 N PARADISE PARKWAY, BUILDING A","GARDEN CITY",84028,NA,42,"Rural Distant","Rural",-111.4,41.94787,2019,-3,2019
"6844","UT0074",1,"UT","UTAHCO2400","SARATOGA SPRINGS PUBLIC LIBRARY","1307 N COMMERCE DR","SARATOGA SPRINGS",84045,NA,21,"Suburban Large","Suburban",-111.9127589,40.38649721,2020,33282,2020
"6845","UT0075",1,"UT","TOOELE1300","GRANTSVILLE PUBLIC LIBRARY","42 NORTH BOWERY ST","GRANTSVILLE",84029,NA,NA,NA,NA,0,0,2014,9617,2014
"6846","UT8001",1,"UT","CACHCO1801","NEWTON TOWN LIBRARY","51 SOUTH CENTER STREET","NEWTON",84327,NA,42,"Rural Distant","Rural",-111.9885493,41.86125468,2020,817,2020
"6847","UT8002",1,"UT","UTAHCO2101","EAGLE MOUNTAIN PUBLIC LIBRARY","1650 E STAGECOACH RUN","EAGLE MOUNTAIN",84005,NA,31,"Town Fringe","Town",-112.0118703,40.30978258,2020,38391,2020
"6848","VA0001",5,"VA","VA0001-005","LOCALHISTORY/SPECIAL COLLECTION","717 QUEEN STREET","ALEXANDRIA",22314,NA,12,"City Midsize","City",-77.04716754,38.80745779,2020,160719,2020
"6849","VA0001",7,"VA","VA0001-007","TALKING BOOKS SERVICE","5005 DUKE STREET","ALEXANDRIA",22304,NA,12,"City Midsize","City",-77.11720303,38.81192447,2020,160719,2020
"6850","VA0003",4,"VA","VA0003-004","PAMPLIN LIBRARY","115 MAIN STREET","PAMPLIN",23958,NA,42,"Rural Distant","Rural",-78.681986,37.263465,2016,15536,2020
"6851","VA0004",6,"VA","VA0004-006","BOOKMOBILE","209 E. CAWSON STREET","HOPEWELL",23860,NA,21,"Suburban Large","Suburban",-77.2870393,37.3047124,2014,88342,2020
"6852","VA0005",2,"VA","VA0005-002","CENTRAL LIBRARY","1015 N QUINCY ST","ARLINGTON",22201,NA,12,"City Midsize","City",-77.10784556,38.88363161,2020,239074,2020
"6853","VA0005",3,"VA","VA0005-003","AURORA HILLS LIBRARY","735 SOUTH 18TH ST","ARLINGTON",22202,NA,12,"City Midsize","City",-77.05903648,38.85717011,2020,239074,2020
"6854","VA0005",4,"VA","VA0005-004","CHERRYDALE LIBRARY","2190 NORTH MILITARY RD","ARLINGTON",22207,NA,12,"City Midsize","City",-77.10905247,38.8987746,2020,239074,2020
"6855","VA0005",5,"VA","VA0005-005","COLUMBIA PIKE LIBRARY","816 SOUTH WALTER REED DR","ARLINGTON",22204,NA,12,"City Midsize","City",-77.08746312,38.86458042,2020,239074,2020
"6856","VA0005",6,"VA","VA0005-006","GLENCARLYN LIBRARY","300 SOUTH KENSINGTON STREET","ARLINGTON",22204,NA,12,"City Midsize","City",-77.12557077,38.86362199,2020,239074,2020
"6857","VA0005",7,"VA","VA0005-007","SHIRLINGTON LIBRARY","4200 CAMPBELL AVE","ARLINGTON",22206,NA,12,"City Midsize","City",-77.08985582,38.84107044,2020,239074,2020
"6858","VA0005",8,"VA","VA0005-008","WESTOVER LIBRARY","1644 NORTH MCKINLEY RD STE 3","ARLINGTON",22205,NA,12,"City Midsize","City",-77.14149387,38.88647353,2020,239074,2020
"6859","VA0005",9,"VA","VA0005-009","PLAZA BRANCH LIBRARY","2100 CLARENDON BLVD","ARLINGTON",22201,NA,12,"City Midsize","City",-77.08601892,38.89060719,2020,239074,2020
"6860","VA0005",10,"VA","VA0005-010","DETENTION CENTER LIBRARY","1425 N. COURTHOUSE ROAD, 2ND FL","ARLINGTON",22201,NA,12,"City Midsize","City",-77.08371222,38.88987353,2020,239074,2020
"6861","VA0008",3,"VA","VA0008-003","PATRICK COUNTY BOOKMOBILE","116 W. BLUE RIDGE STREET","STUART",24171,NA,42,"Rural Distant","Rural",-80.27155904,36.64368038,2020,83287,2020
"6862","VA0010",3,"VA","VA0010-003","AVOCA BRANCH LIBRARY","1550 VOLUNTEER PARKWAY","BRISTOL",37620,NA,13,"City Small","City",-82.21751966,36.55490484,2020,17160,2020
"6863","VA0013",6,"VA","VA0013-006","CAROLINE BOOKMOBILE","17202 RICHMOND TURNPIKE","BOWLING GREEN",22427,NA,42,"Rural Distant","Rural",-77.3409,38.02438,2019,29990,2020
"6864","VA0016",4,"VA","VA0016-004","WYLLIESBURG COMMUNITY LIBRARY","768 BARNESVILLE HWY","WYLLIESBURG",23976,NA,42,"Rural Distant","Rural",-78.59058747,36.85647578,2020,12231,2020
"6865","VA0017",7,"VA","VA0017-007","OUTREACH SERVICES","298 CEDAR ROAD","CHESAPEAKE",23322,NA,21,"Suburban Large","Suburban",-76.2471214,36.71432734,2020,242655,2020
"6866","VA0019",2,"VA","VA0019-002","CLIFTON FORGE PUBLIC LIBRARY","535 CHURCH STREET","CLIFTON FORGE",24422,NA,32,"Town Distant","Town",-79.82387782,37.8169038,2020,3565,2020
"6867","VA0020",2,"VA","VA0020-002","COLONIAL HEIGHTS PUBLIC LIBRARY","1000 YACHT BASIN DRIVE","COLONIAL HEIGHTS",23834,NA,21,"Suburban Large","Suburban",-77.39188773,37.2644474,2020,17320,2020
"6868","VA0022",2,"VA","VA0022-002","CUMBERLAND COUNTY PUBLIC LIBRARY","1539 ANDERSON HIGHWAY","CUMBERLAND",23040,NA,43,"Rural Remote","Rural",-78.24803476,37.4935472,2020,9861,2020
"6869","VA0023",2,"VA","VA0023-002","WESTOVER BRANCH LIBRARY","94 CLIFTON STREET","DANVILLE",24541,NA,32,"Town Distant","Town",-79.48694803,36.60498516,2020,41358,2020
"6870","VA0023",4,"VA","VA0023-004","DANVILLE PUBLIC LIBRARY","511 PATTON STREET","DANVILLE",24541,NA,32,"Town Distant","Town",-79.39288137,36.58605413,2020,41358,2020
"6871","VA0024",8,"VA","VA0024-008","CAPE CHARLES MEMORIAL LIBRARY","201 MASON AVENUE","CAPE CHARLES",23310,NA,42,"Rural Distant","Rural",-76.01961528,37.26710388,2020,45041,2020
"6872","VA0026",4,"VA","VA0026-004","CENTREVILLE REGIONAL LIBRARY","14200 ST. GERMAINE DR.","CENTREVILLE",20121,NA,21,"Suburban Large","Suburban",-77.44088498,38.83707324,2020,1167254,2020
"6873","VA0026",5,"VA","VA0026-005","DOLLEY MADISON COMMUNITY LIBRARY","1244 OAK RIDGE AVE.","MCLEAN",22101,NA,21,"Suburban Large","Suburban",-77.18434744,38.94017458,2020,1167254,2020
"6874","VA0026",6,"VA","VA0026-006","FAIRFAX CITY REGIONAL LIBRARY","3915 CHAIN BRIDGE RD.","FAIRFAX",22030,NA,21,"Suburban Large","Suburban",-77.30629198,38.84817817,2020,1167254,2020
"6875","VA0026",8,"VA","VA0026-008","GEORGE MASON REGIONAL LIBRARY","7001 LITTLE RIVER TURNPIKE","ANNANDALE",22030,NA,21,"Suburban Large","Suburban",-77.18600673,38.82843179,2020,1167254,2020
"6876","VA0026",9,"VA","VA0026-009","GREAT FALLS COMMUNITY LIBRARY","9830 GEORGETOWN PIKE","GREAT FALLS",22066,NA,21,"Suburban Large","Suburban",-77.28717261,38.99776869,2020,1167254,2020
"6877","VA0026",10,"VA","VA0026-010","HERNDON FORTNIGHTLY COMMUNITY LIBRARY","768 CENTER ST.","HERNDON",20170,NA,21,"Suburban Large","Suburban",-77.38710627,38.9720181,2020,1167254,2020
"6878","VA0026",12,"VA","VA0026-012","JOHN MARSHALL COMMUNITY LIBRARY","6209 ROSE HILL DR.","ALEXANDRIA",22310,NA,21,"Suburban Large","Suburban",-77.11905636,38.78251798,2020,1167254,2020
"6879","VA0026",13,"VA","VA0026-013","KINGS PARK COMMUNITY LIBRARY","9000 BURKE LAKE RD.","BURKE",22015,NA,21,"Suburban Large","Suburban",-77.25623676,38.80706896,2020,1167254,2020
"6880","VA0026",14,"VA","VA0026-014","LORTON COMMUNITY LIBRARY","9520 RICHMOND HIGHWAY","LORTON",22079,NA,21,"Suburban Large","Suburban",-77.21345327,38.69834335,2020,1167254,2020
"6881","VA0026",15,"VA","VA0026-015","MARTHA WASHINGTON COMMUNITY LIBRARY","6614 FORT HUNT RD.","ALEXANDRIA",22307,NA,21,"Suburban Large","Suburban",-77.06245244,38.77309249,2020,1167254,2020
"6882","VA0026",16,"VA","VA0026-016","PATRICK HENRY COMMUNITY LIBRARY","101 MAPLE AVE., EAST","VIENNA",22180,NA,21,"Suburban Large","Suburban",-77.26485026,38.90181116,2020,1167254,2020
"6883","VA0026",17,"VA","VA0026-017","POHICK REGIONAL LIBRARY","6450 SYDENSTRICKER RD.","BURKE",22015,NA,21,"Suburban Large","Suburban",-77.26766624,38.77545782,2020,1167254,2020
"6884","VA0026",18,"VA","VA0026-018","RESTON REGIONAL LIBRARY","11925 BOWMAN TOWNE DR.","RESTON",20190,NA,13,"City Small","City",-77.35856916,38.96216027,2020,1167254,2020
"6885","VA0026",19,"VA","VA0026-019","RICHARD BYRD COMMUNITY LIBRARY","7250 COMMERCE ST.","SPRINGFIELD",22150,NA,21,"Suburban Large","Suburban",-77.19168463,38.77956684,2020,1167254,2020
"6886","VA0026",20,"VA","VA0026-020","SHERWOOD REGIONAL LIBRARY","2501 SHERWOOD HALL LN.","ALEXANDRIA",22306,NA,21,"Suburban Large","Suburban",-77.07505665,38.74384598,2020,1167254,2020
"6887","VA0026",21,"VA","VA0026-021","THOMAS JEFFERSON COMMUNITY LIBRARY","7415 ARLINGTON BLVD.","FALLS CHURCH",22042,NA,21,"Suburban Large","Suburban",-77.20172874,38.86581839,2020,1167254,2020
"6888","VA0026",22,"VA","VA0026-022","TYSONS-PIMMIT REGIONAL LIBRARY","7584 LEESBURG PIKE","FALLS CHURCH",22043,NA,21,"Suburban Large","Suburban",-77.20682586,38.90633772,2020,1167254,2020
"6889","VA0026",23,"VA","VA0026-023","WOODROW WILSON COMMUNITY LIBRARY","6101 KNOLLWOOD DR.","FALLS CHURCH",22041,NA,21,"Suburban Large","Suburban",-77.1427349,38.85168683,2020,1167254,2020
"6890","VA0026",25,"VA","VA0026-025","CHANTILLY REGIONAL LIBRARY","4000 STRINGFELLOW RD.","CHANTILLY",20151,NA,21,"Suburban Large","Suburban",-77.4072054,38.88222068,2020,1167254,2020
"6891","VA0026",26,"VA","VA0026-026","ACCESS SERVICES","12000 GOVERNMENT CENTER PARKWAY","FAIRFAX",22035,NA,21,"Suburban Large","Suburban",-77.35654602,38.854103,2020,1167254,2020
"6892","VA0026",27,"VA","VA0026-027","KINGSTOWNE COMMUNITY LIBRARY","6500 LANDSDOWNE CENTRE","ALEXANDRIA",22315,NA,21,"Suburban Large","Suburban",-77.16474536,38.74027139,2020,1167254,2020
"6893","VA0026",28,"VA","VA0026-028","BURKE CENTRE COMMUNITY LIBRARY","5935 FREDS OAK ROAD","BURKE",22015,NA,21,"Suburban Large","Suburban",-77.31771886,38.78788982,2020,1167254,2020
"6894","VA0026",29,"VA","VA0026-029","OAKTON COMMUNITY LIBRARY","10304 LYNNHAVEN PLACE","OAKTON",22124,NA,21,"Suburban Large","Suburban",-77.30246455,38.8834524,2020,1167254,2020
"6895","VA0028",2,"VA","VA0028-002","FAUQUIER COUNTY PUBLIC LIBRARY","11 WINCHESTER STREET","WARRENTON",20186,NA,21,"Suburban Large","Suburban",-77.79551232,38.71443434,2020,69098,2020
"6896","VA0028",4,"VA","VA0028-002","BEALETON BRANCH","10877 WILLOW DRIVE NORTH","BEALETON",22712,NA,31,"Town Fringe","Town",-77.76240816,38.5773652,2020,69098,2020
"6897","VA0028",5,"VA","VA0028-005","JOHN MARSHALL BRANCH","4133 RECTORTOWN ROAD","MARSHALL",20115,NA,42,"Rural Distant","Rural",-77.855686,38.86809349,2020,69098,2020
"6898","VA0030",2,"VA","VA0030-002","FRANKLIN COUNTY LIBRARY","355 FRANKLIN STREET","ROCKY MOUNT",24151,NA,32,"Town Distant","Town",-79.89200836,36.9978437,2020,56427,2020
"6899","VA0030",3,"VA","VA0030-003","FRANKLIN COUNTY BOOKMOBILE","355 FRANKLIN STREET","ROCKY MOUNT",24151,NA,32,"Town Distant","Town",-79.89200836,36.9978437,2020,56427,2020
"6900","VA0030",4,"VA","VA0030-004","WESTLAKE LIBRARY","84 WESTLAKE RD.","HARDY",24101,NA,42,"Rural Distant","Rural",-79.71832242,37.1182712,2020,56427,2020
"6901","VA0031",2,"VA","VA0031-002","GALAX PUBLIC LIBRARY","610 WEST STUART DRIVE","GALAX",24333,NA,33,"Town Remote","Town",-80.92995058,36.65792744,2020,35960,2020
"6902","VA0031",3,"VA","VA0031-003","CARROLL COUNTY PUBLIC LIBRARY","101 BEAVER DAM ROAD","HILLSVILLE",24343,NA,42,"Rural Distant","Rural",-80.73964424,36.77241862,2020,35960,2020
"6903","VA0033",3,"VA","VA0033-003","SOUTH BOSTON PUBLIC LIBRARY","509 BROAD ST.","SOUTH BOSTON",24592,NA,33,"Town Remote","Town",-78.90013392,36.69873092,2020,35215,2020
"6904","VA0040",2,"VA","VA0040-002","CENTRAL LIBRARY","201 EAST MARKET ST.","CHARLOTTESVILLE",22902,NA,13,"City Small","City",-78.47999706,38.03122055,2020,226707,2020
"6905","VA0040",9,"VA","VA0040-009","JEFFERSON-MADISON BOOKMOBILE","705 W. RIO RD","CHARLOTTESVILLE",22901,NA,23,"Suburban Small","Suburban",-78.47577233,38.08377328,2020,226707,2020
"6906","VA0041",3,"VA","VA0041-003","LANCASTER STORYMOBILE","235 SCHOOL STREET","KILMARNOCK",22482,NA,43,"Rural Remote","Rural",-76.38281454,37.71404758,2020,11171,2020
"6907","VA0043",6,"VA","VA0043-006","JONNIE B. DEEL MEMORIAL LIBRARY","198 CHASE STREET","CLINTWOOD",24228,NA,43,"Rural Remote","Rural",-82.45674819,37.14858176,2020,104437,2020
"6908","VA0047",2,"VA","VA0047-002","MARY RILEY STYLES PUBLIC LIBRARY","120 NORTH VIRGINIA AVENUE","FALLS CHURCH",22046,NA,21,"Suburban Large","Suburban",-77.17481697,38.88597473,2020,14269,2020
"6909","VA0049",5,"VA","VA0049-002","MEHERRIN REGIONAL LIBRARY BOOKMOBILE/VAN","133 W. HICKS STREET","LAWRENCEVILLE",23868,NA,32,"Town Distant","Town",-77.84809175,36.75770759,2020,33941,2020
"6910","VA0052",2,"VA","VA0052-002","IRIS BRAMMER PUBLIC LIBRARY","109 MARY STREET","NARROWS",24124,NA,32,"Town Distant","Town",-80.81313744,37.32811751,2020,1960,2020
"6911","VA0053",6,"VA","VA0053-006","WEST AVENUE LIBRARY","2907 WEST AVENUE","NEWPORT NEWS",23607,NA,12,"City Midsize","City",-76.433996,36.98004,2014,182155,2020
"6912","VA0053",8,"VA","VA0053-008","SOUTH MORRISON LIBRARY","746 ADAMS DRIVE","NEWPORT NEWS",23601,NA,12,"City Midsize","City",-76.4604919,37.05832542,2020,182155,2020
"6913","VA0057",3,"VA","VA0057-003","GOOCHLAND BRANCH LIBRARY","3075 RIVER ROAD WEST","GOOCHLAND",23063,NA,42,"Rural Distant","Rural",-77.88722224,37.69271735,2020,152642,2020
"6914","VA0058",2,"VA","VA0058-002","PEARISBURG PUBLIC LIBRARY","209 FORT BRANCH ROAD","PEARISBURG",24134,NA,32,"Town Distant","Town",-80.72212984,37.32447914,2020,2661,2020
"6915","VA0059",3,"VA","VA0059-003","A. P. HILL BRANCH","1237 HALIFAX STREET","PETERSBURG VA",23803,NA,21,"Suburban Large","Suburban",-77.413501,37.20981,2014,31705,2020
"6916","VA0059",4,"VA","VA0059-004","RODOF SHOLOM BRANCH","1865 S SYCAMORE STREET","PETERSBURG",23805,NA,21,"Suburban Large","Suburban",-77.386463,37.204384,2016,31705,2020
"6917","VA0064",4,"VA","VA0064-004","GAINESVILLE NEIGHBORHOOD LIBRARY","4603 JAMES MADISON HIGHWAY","HAYMARKET",20169,NA,21,"Suburban Large","Suburban",-77.638166,38.8522,2016,513915,2020
"6918","VA0065",2,"VA","VA0065-002","PULASKI COUNTY LIBRARY","60 WEST THIRD STREET","PULASKI",24301,NA,31,"Town Fringe","Town",-80.78137565,37.04903451,2020,34467,2020
"6919","VA0065",4,"VA","VA0065-004","CHARLES & ONA B. FREE MEMORIAL LIBRARY","300 GILES AVENUE","DUBLIN",24084,NA,31,"Town Fringe","Town",-80.68762121,37.10799972,2020,34467,2020
"6920","VA0066",2,"VA","VA0066-002","RADFORD PUBLIC LIBRARY","30 WEST MAIN ST.","RADFORD",24141,NA,23,"Suburban Small","Suburban",-80.56915768,37.13745532,2020,17208,2020
"6921","VA0069",2,"VA","VA0070-002","ROANOKE CITY PUBLIC LIBRARY","706 S. JEFFERSON STREET","ROANOKE",24016,NA,13,"City Small","City",-79.94069272,37.26803687,2020,99908,2020
"6922","VA0069",3,"VA","VA0069-003","GAINSBORO BRANCH LIBRARY","15 PATTON AVENUE, NW","ROANOKE",24016,NA,13,"City Small","City",-79.94117359,37.27707545,2020,99908,2020
"6923","VA0069",4,"VA","VA0069-004","BELMONT BRANCH LIBRARY","1101 MORNINGSIDE ST. SE","ROANOKE",24013,NA,13,"City Small","City",-79.92494798,37.26570611,2020,99908,2020
"6924","VA0069",5,"VA","VA0069-005","ROANOKE LAW LIBRARY","315 CHURCH AVE. SW","ROANOKE",24011,NA,13,"City Small","City",-79.94582856,37.27061003,2020,99908,2020
"6925","VA0069",6,"VA","VA0069-006","MELROSE BRANCH LIBRARY","2607 SALEM TURNPIKE, NW","ROANOKE",24017,NA,13,"City Small","City",-79.98052109,37.28491756,2020,99908,2020
"6926","VA0069",7,"VA","VA0069-007","RALEIGH COURT BRANCH LIBRARY","2112 GRANDIN ROAD, SW","ROANOKE",24015,NA,13,"City Small","City",-79.98494749,37.25647156,2020,99908,2020
"6927","VA0069",8,"VA","VA0069-008","WILLIAMSON ROAD BRANCH LIBRARY","3837 WILLIAMSON ROAD N.E.","ROANOKE",24012,NA,13,"City Small","City",-79.94776,37.30929,2020,99908,2020
"6928","VA0069",11,"VA","VA0069-011","GARDEN CITY E-BRANCH","3800 YELLOW MOUNTAIN ROAD","ROANOKE",24014,NA,13,"City Small","City",-79.93132767,37.22651646,2020,99908,2020
