"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","speed_benchmark","pop_category"
"509",58559,"MI0085",3,"solomonson branch library","library","No","public library","Active","620 Section St","Norway","MI",49870,1362,"Dickinson",45.7863364,-87.9034572,"Congressional District 1","Rural",NA,NA,NA,NA,17018341,"Superiorland Library Cooperative E-Rate Consortium","consortium","1615 Presque Isle Ave","Marquette","MI",49855,"Congressional District 1",2022,221002067,2299001526,2299001526.007,"In-Window","Committed","Funded","FCDL Issued","Merit Network, Inc.",143004331,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",1710,0,1710,1,1710,12,20520,0,0,0,1,0,20520,0.74,15184.8,5335.2,1800,NA,NA,NA,NA,NA,1026,20,759.24,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",500,500,"served_not_gigabit","not_gigabit",26168,"benchmark met","under50"
"510",60834,"WI0148",3,"simmons branch library","library","No","public library","Active","711 59th Pl","Kenosha","WI",53140,4145,"Kenosha",42.5805425,-87.8194438,"Congressional District 1","Urban",NA,NA,NA,NA,157900,"Kenosha Public Library","library system","7979 38th Ave","Kenosha","WI",53142,"Congressional District 1",2022,221006424,2299006825,2299006825.001,"In-Window","Committed","Funded","FCDL Issued","WiscNet",143004351,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",825,0,825,1,825,12,9900,0,0,0,0,0,9900,0.8,7920,1980,9045,NA,NA,NA,NA,NA,2475,4,1980,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",10000,10000,"gigabit","gigabit",138230,"benchmark met","over50"
"511",60842,"WI0148",4,"southwest branch library","library","No","main branch, public library","Active","7979 38th Ave","Kenosha","WI",53142,2129,"Kenosha",42.559454,-87.8531971,"Congressional District 1","Urban",NA,NA,NA,NA,157900,"Kenosha Public Library","library system","7979 38th Ave","Kenosha","WI",53142,"Congressional District 1",2022,221006424,2299006825,2299006825.001,"In-Window","Committed","Funded","FCDL Issued","WiscNet",143004351,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",825,0,825,1,825,12,9900,0,0,0,0,0,9900,0.8,7920,1980,42300,NA,NA,NA,NA,NA,2475,4,1980,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",10000,10000,"gigabit","gigabit",138230,"benchmark met","over50"
"512",60852,"WI0148",5,"uptown branch library","library","No","public library","Active","2419 63rd St","Kenosha","WI",53143,4331,"Kenosha",42.5773723,-87.8389392,"Congressional District 1","Urban",NA,NA,NA,NA,157900,"Kenosha Public Library","library system","7979 38th Ave","Kenosha","WI",53142,"Congressional District 1",2022,221006424,2299006825,2299006825.001,"In-Window","Committed","Funded","FCDL Issued","WiscNet",143004351,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",825,0,825,1,825,12,9900,0,0,0,0,0,9900,0.8,7920,1980,4073,NA,NA,NA,NA,NA,2475,4,1980,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",10000,10000,"gigabit","gigabit",138230,"benchmark met","over50"
"513",71374,"IL0387",3,"roscoe branch library","library","Yes","public library","Active","5562 Clayton Circle","Roscoe","IL",61073,NA,"Winnebago",42.4298746,-89.0082686,"Congressional District 16","Urban",NA,NA,NA,NA,71374,"Roscoe Branch Library","library","5562 Clayton Circle","Roscoe","IL",61073,"Congressional District 16",2022,221005591,2299039600,2299039600.001,"In-Window","Committed","Funded","FCDL Issued","Northern Illinois University",143031566,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",916.67,0,916.67,1,916.67,12,11000.04,0,0,0,0,0,11000.04,0.5,5500.02,5500.02,22090,NA,NA,NA,NA,NA,11000.04,1,5500.02,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",500,500,"served_not_gigabit","not_gigabit",70389,"benchmark not met","over50"
"514",8534,"NJ0001",9,"hammonton branch library","library","No","public library","Active","451 S. Egg Harbor Rd.","Hammonton","NJ",8037,NA,"Atlantic",39.6688107,-74.8643509,"Congressional District 1","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",320,0,320,9,2880,12,34560,0,0,0,0,0,34560,0.6,20736,13824,12000,NA,NA,NA,NA,NA,3141.82,11,1885.09090909091,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"515",8534,"NJ0001",9,"hammonton branch library","library","No","public library","Active","451 S. Egg Harbor Rd.","Hammonton","NJ",8037,NA,"Atlantic",39.6688107,-74.8643509,"Congressional District 1","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.002,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",699,0,699,1,699,12,8388,0,0,0,0,0,8388,0.6,5032.8,3355.2,12000,NA,NA,NA,NA,NA,762.55,11,457.527272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",10000,10000,"gigabit","gigabit",204510,"benchmark met","over50"
"516",8534,"NJ0001",9,"hammonton branch library","library","No","public library","Active","451 S. Egg Harbor Rd.","Hammonton","NJ",8037,NA,"Atlantic",39.6688107,-74.8643509,"Congressional District 1","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.003,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",80,0,80,9,720,12,8640,0,0,0,0,0,8640,0.6,5184,3456,12000,NA,NA,NA,NA,NA,785.46,11,471.272727272727,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",500,500,"served_not_gigabit","not_gigabit",204510,"benchmark not met","over50"
"517",8534,"NJ0001",9,"hammonton branch library","library","No","public library","Active","451 S. Egg Harbor Rd.","Hammonton","NJ",8037,NA,"Atlantic",39.6688107,-74.8643509,"Congressional District 1","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.004,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",160,0,160,1,160,12,1920,0,0,0,0,0,1920,0.6,1152,768,12000,NA,NA,NA,NA,NA,174.55,11,104.727272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"518",8925,"NJ0001",3,"brigantine branch library","library","No","public library","Active","201 15th St. South","Brigantine","NJ",8203,2145,"Atlantic",39.402801,-74.374225,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",320,0,320,9,2880,12,34560,0,0,0,0,0,34560,0.6,20736,13824,10000,NA,NA,NA,NA,NA,3141.81,11,1885.09090909091,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"519",8925,"NJ0001",3,"brigantine branch library","library","No","public library","Active","201 15th St. South","Brigantine","NJ",8203,2145,"Atlantic",39.402801,-74.374225,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.002,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",699,0,699,1,699,12,8388,0,0,0,0,0,8388,0.6,5032.8,3355.2,10000,NA,NA,NA,NA,NA,762.55,11,457.527272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",10000,10000,"gigabit","gigabit",204510,"benchmark met","over50"
"520",8925,"NJ0001",3,"brigantine branch library","library","No","public library","Active","201 15th St. South","Brigantine","NJ",8203,2145,"Atlantic",39.402801,-74.374225,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.003,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",80,0,80,9,720,12,8640,0,0,0,0,0,8640,0.6,5184,3456,10000,NA,NA,NA,NA,NA,785.45,11,471.272727272727,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",500,500,"served_not_gigabit","not_gigabit",204510,"benchmark not met","over50"
"521",8925,"NJ0001",3,"brigantine branch library","library","No","public library","Active","201 15th St. South","Brigantine","NJ",8203,2145,"Atlantic",39.402801,-74.374225,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.004,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",160,0,160,1,160,12,1920,0,0,0,0,0,1920,0.6,1152,768,10000,NA,NA,NA,NA,NA,174.55,11,104.727272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"522",8976,"NJ0001",4,"egg harbor township library","library","No","public library","Active","1 Swift Drive","Egg Harbor Township","NJ",8234,NA,"Atlantic",39.3709815,-74.6259649,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",320,0,320,9,2880,12,34560,0,0,0,0,0,34560,0.6,20736,13824,12000,NA,NA,NA,NA,NA,3141.82,11,1885.09090909091,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"523",8976,"NJ0001",4,"egg harbor township library","library","No","public library","Active","1 Swift Drive","Egg Harbor Township","NJ",8234,NA,"Atlantic",39.3709815,-74.6259649,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.002,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",699,0,699,1,699,12,8388,0,0,0,0,0,8388,0.6,5032.8,3355.2,12000,NA,NA,NA,NA,NA,762.55,11,457.527272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",10000,10000,"gigabit","gigabit",204510,"benchmark met","over50"
"524",8976,"NJ0001",4,"egg harbor township library","library","No","public library","Active","1 Swift Drive","Egg Harbor Township","NJ",8234,NA,"Atlantic",39.3709815,-74.6259649,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.003,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",80,0,80,9,720,12,8640,0,0,0,0,0,8640,0.6,5184,3456,12000,NA,NA,NA,NA,NA,785.45,11,471.272727272727,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",500,500,"served_not_gigabit","not_gigabit",204510,"benchmark not met","over50"
"525",8976,"NJ0001",4,"egg harbor township library","library","No","public library","Active","1 Swift Drive","Egg Harbor Township","NJ",8234,NA,"Atlantic",39.3709815,-74.6259649,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.004,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",160,0,160,1,160,12,1920,0,0,0,0,0,1920,0.6,1152,768,12000,NA,NA,NA,NA,NA,174.55,11,104.727272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"526",8980,"NJ0001",7,"pleasantville branch library","library","No","public library","Active","33 Martin L. King Jr. Ave.","Pleasantville","NJ",8232,2622,"Atlantic",39.3932361,-74.5229202,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",320,0,320,9,2880,12,34560,0,0,0,0,0,34560,0.6,20736,13824,13000,NA,NA,NA,NA,NA,3141.82,11,1885.09090909091,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"527",8980,"NJ0001",7,"pleasantville branch library","library","No","public library","Active","33 Martin L. King Jr. Ave.","Pleasantville","NJ",8232,2622,"Atlantic",39.3932361,-74.5229202,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.002,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",699,0,699,1,699,12,8388,0,0,0,0,0,8388,0.6,5032.8,3355.2,13000,NA,NA,NA,NA,NA,762.55,11,457.527272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",10000,10000,"gigabit","gigabit",204510,"benchmark met","over50"
"528",8980,"NJ0001",7,"pleasantville branch library","library","No","public library","Active","33 Martin L. King Jr. Ave.","Pleasantville","NJ",8232,2622,"Atlantic",39.3932361,-74.5229202,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.003,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",80,0,80,9,720,12,8640,0,0,0,0,0,8640,0.6,5184,3456,13000,NA,NA,NA,NA,NA,785.45,11,471.272727272727,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",500,500,"served_not_gigabit","not_gigabit",204510,"benchmark not met","over50"
"529",8980,"NJ0001",7,"pleasantville branch library","library","No","public library","Active","33 Martin L. King Jr. Ave.","Pleasantville","NJ",8232,2622,"Atlantic",39.3932361,-74.5229202,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.004,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",160,0,160,1,160,12,1920,0,0,0,0,0,1920,0.6,1152,768,13000,NA,NA,NA,NA,NA,174.55,11,104.727272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"530",9064,"NJ0001",2,"mays landing branch library","library","No","main branch, public library","Active","40 Farragut Ave","Mays Landing","NJ",8330,1750,"Atlantic",39.4509842,-74.7254059,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",320,0,320,9,2880,12,34560,0,0,0,0,0,34560,0.6,20736,13824,26000,NA,NA,NA,NA,NA,3141.82,11,1885.09090909091,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"531",9064,"NJ0001",2,"mays landing branch library","library","No","main branch, public library","Active","40 Farragut Ave","Mays Landing","NJ",8330,1750,"Atlantic",39.4509842,-74.7254059,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.002,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",699,0,699,1,699,12,8388,0,0,0,0,0,8388,0.6,5032.8,3355.2,26000,NA,NA,NA,NA,NA,762.54,11,457.527272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",10000,10000,"gigabit","gigabit",204510,"benchmark met","over50"
"532",9064,"NJ0001",2,"mays landing branch library","library","No","main branch, public library","Active","40 Farragut Ave","Mays Landing","NJ",8330,1750,"Atlantic",39.4509842,-74.7254059,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.003,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",80,0,80,9,720,12,8640,0,0,0,0,0,8640,0.6,5184,3456,26000,NA,NA,NA,NA,NA,785.46,11,471.272727272727,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",500,500,"served_not_gigabit","not_gigabit",204510,"benchmark not met","over50"
"533",9064,"NJ0001",2,"mays landing branch library","library","No","main branch, public library","Active","40 Farragut Ave","Mays Landing","NJ",8330,1750,"Atlantic",39.4509842,-74.7254059,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.004,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",160,0,160,1,160,12,1920,0,0,0,0,0,1920,0.6,1152,768,26000,NA,NA,NA,NA,NA,174.54,11,104.727272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"534",9142,"NJ0001",8,"ventnor branch library","library","No","public library","Active","6500 Atlantic Ave","Ventnor City","NJ",8406,2612,"Atlantic",39.335466,-74.48223,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.001,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",320,0,320,9,2880,12,34560,0,0,0,0,0,34560,0.6,20736,13824,17500,NA,NA,NA,NA,NA,3141.82,11,1885.09090909091,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"535",9142,"NJ0001",8,"ventnor branch library","library","No","public library","Active","6500 Atlantic Ave","Ventnor City","NJ",8406,2612,"Atlantic",39.335466,-74.48223,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.002,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",699,0,699,1,699,12,8388,0,0,0,0,0,8388,0.6,5032.8,3355.2,17500,NA,NA,NA,NA,NA,762.55,11,457.527272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",10000,10000,"gigabit","gigabit",204510,"benchmark met","over50"
"536",9142,"NJ0001",8,"ventnor branch library","library","No","public library","Active","6500 Atlantic Ave","Ventnor City","NJ",8406,2612,"Atlantic",39.335466,-74.48223,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.003,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",80,0,80,9,720,12,8640,0,0,0,0,0,8640,0.6,5184,3456,17500,NA,NA,NA,NA,NA,785.45,11,471.272727272727,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",500,500,"served_not_gigabit","not_gigabit",204510,"benchmark not met","over50"
"537",9142,"NJ0001",8,"ventnor branch library","library","No","public library","Active","6500 Atlantic Ave","Ventnor City","NJ",8406,2612,"Atlantic",39.335466,-74.48223,"Congressional District 2","Urban",NA,NA,NA,NA,123403,"Atlantic County Library","library system","40 Farragut Ave","Mays Landing","NJ",8330,"Congressional District 2",2022,221023060,2299031288,2299031288.004,"In-Window","Committed","Funded","FCDL Issued","Verizon New Jersey Inc",143001362,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",160,0,160,1,160,12,1920,0,0,0,0,0,1920,0.6,1152,768,17500,NA,NA,NA,NA,NA,174.55,11,104.727272727273,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","Yes",1000,1000,"gigabit","gigabit",204510,"benchmark met","over50"
"538",17011349,"GA0006",9,"statesboro bulloch county library","library","No","main branch, public library","Active","124 South Main Street","Statesboro","GA",30458,NA,"Bulloch",32.4455474,-81.7833181,"Congressional District 12","Rural",NA,NA,NA,NA,127340,"Statesboro Regional Public Libraries","library system","124 South Main Street","Statesboro","GA",30458,"Congressional District 12",2022,221034490,2299053703,2299053703.002,"In-Window","Committed","Funded","FCDL Issued","Bulloch County Rural Telephone Cooperative, Inc.",143001451,"Category1","Data Transmission and/or Internet Access","Other","Other",1,"Gbps",1,"Gbps",0,0,0,0,0,12,0,850,0,850,1,850,850,0.8,680,170,31569,NA,NA,NA,NA,NA,850,1,680,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",1000,1000,"gigabit","gigabit",162792,"benchmark met","over50"
"539",34154,"GA0006",11,"richmond hill public library library","library","No","public library","Active","9607 Ford Ave","Richmond Hill","GA",31324,284,"Bryan",31.9524734,-81.3150745,"Congressional District 1","Urban",NA,NA,NA,NA,127340,"Statesboro Regional Public Libraries","library system","124 South Main Street","Statesboro","GA",30458,"Congressional District 12",2022,221034490,2299053741,2299053741.002,"In-Window","Committed","Funded","FCDL Issued","Bulloch County Rural Telephone Cooperative, Inc.",143001451,"Category1","Data Transmission and/or Internet Access","Other","Other",500,"Mbps",500,"Mbps",0,0,0,0,0,12,0,850,0,850,1,850,850,0.8,680,170,8034,NA,NA,NA,NA,NA,850,1,680,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",500,500,"served_not_gigabit","not_gigabit",162792,"benchmark not met","over50"
"540",16084327,"MN0013",7,"mount royal branch library","library","No","public library","Active","105 Mount Royal Shopping Circle","Duluth","MN",55803,NA,"St Louis",46.8214888,-92.0733559,"Congressional District 8","Urban",NA,NA,NA,NA,133697,"Duluth Public Library","library system","520 W Superior St","Duluth","MN",55802,"Congressional District 8",2022,221026000,2299037459,2299037459.001,"In-Window","Committed","Funded","FCDL Issued","State of MN-Office of Enterprise Technology",143006466,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",500,"Mbps",500,"Mbps",1081.06,951.33,129.73,1,129.73,12,1556.76,0,0,0,0,0,1556.76,0.5,778.38,778.38,8477,NA,NA,NA,NA,NA,518.92,3,259.46,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","No","No",500,500,"served_not_gigabit","not_gigabit",87306,"benchmark not met","over50"
