"","FSCSKEY","FSCS_SEQ","LIBID","LIBNAME","ADDRESS","CITY","STABR","ZIP","C_ADMIN","C_OUT_TY","LATITUDE","LONGITUD","PLS_YEAR","n","ros_entity_number"
"3317","NE0192",2,"216C","RUSHVILLE PUBLIC LIBRARY","207 SPRAGUE STREET","RUSHVILLE","NE",69360,NA,"CE",42.7174901,-102.4609589,2020,1,NA
"3318","NE0194",2,"218C","SAINT EDWARD PUBLIC LIBRARY","302 BEAVER STREET","ST. EDWARD","NE",68660,NA,"CE",41.56988573,-97.86660653,2020,1,NA
"3319","NE0195",2,"219C","SAINT PAUL PUBLIC LIBRARY","1301 HOWARD AVENUE","ST. PAUL","NE",68873,NA,"CE",41.21343268,-98.46525722,2020,1,NA
"3320","NE0199",2,"223C","LIED SCOTTSBLUFF PUBLIC LIBRARY","1809 3RD AVENUE","SCOTTSBLUFF","NE",69361,NA,"CE",41.86494498,-103.6585925,2020,1,NA
"3321","NE0203",2,"228C","VIRGIL BIEGERT PUBLIC LIBRARY","214 NORTH MARKET STREET","SHICKLEY","NE",68436,NA,"CE",40.41665291,-97.72319971,2020,1,NA
"3322","NE0204",3,"NE0204-003","SHUBERT PUBLIC LIBRARY AND MUSEUM","313 MAIN STREET","SHUBERT","NE",68437,NA,"CE",40.235342,-95.682903,2015,1,NA
"3323","NE0204",NA,"NE0204-003","SHUBERT PUBLIC LIBRARY","313 MAIN STREET","SHUBERT","NE",68437,"SO",NA,40.235342,-95.682903,2016,1,NA
"3324","NE0205",3,"230BS","SIDNEY PUBLIC LIBRARY","1112 12TH AVENUE","SIDNEY","NE",69162,NA,"BS",41.14262965,-102.9792364,2020,1,NA
"3325","NE0206",3,"NE0206-003","SILVER CREEK TOWNSHIP LIBRARY","309 VINE STREET","SILVER CREEK","NE",68663,NA,"CE",41.31533199,-97.66347636,2020,1,NA
"3326","NE0207",2,"232C","SNYDER PUBLIC LIBRARY","203 ASH STREET","SNYDER","NE",68664,NA,"CE",41.7038938,-96.78868549,2020,1,NA
"3327","NE0210",2,"235T","SPENCER TOWNSHIP LIBRARY","110 WEST MAIN STREET","SPENCER","NE",68777,NA,"CE",42.87406164,-98.70153204,2020,1,NA
"3328","NE0212",2,"237C","STANTON PUBLIC LIBRARY","1009 JACKPINE","STANTON","NE",68779,NA,"CE",41.95127251,-97.224756,2020,1,NA
"3329","NE0218",2,"244T","STUART TOWNSHIP LIBRARY","2ND AND MAIN STREET","STUART","NE",68780,NA,"CE",42.59937006,-99.14255992,2020,1,NA
"3330","NE0221",2,"247C","SUTTON MEMORIAL LIBRARY","201 SOUTH SAUNDERS","SUTTON","NE",68979,NA,"CE",40.6050366,-97.85950269,2020,1,NA
"3331","NE0222",2,"248C","SYRACUSE PUBLIC LIBRARY","480 5TH STREET","SYRACUSE","NE",68446,NA,"CE",40.6571906,-96.18429301,2020,1,NA
"3332","NE0223",3,"NE0223-003","TABLE ROCK PUBLIC LIBRARY","511 LUZERNE STREET","TABLE ROCK","NE",68447,NA,"CE",40.17836747,-96.09660196,2020,1,NA
"3333","NE0225",2,"251C","TAYLOR PUBLIC LIBRARY","106 WILLIAMS STREET","TAYLOR","NE",68879,NA,"CE",41.7682684,-99.3777314,2020,1,NA
"3334","NE0226",2,"252C","TECUMSEH PUBLIC LIBRARY","170 BRANCH STREET","TECUMSEH","NE",68450,NA,"CE",40.36884278,-96.19024567,2020,1,NA
"3335","NE0230",3,"NE0230-003","TOBIAS PUBLIC LIBRARY","101 MAIN STREET","TOBIAS","NE",68453,NA,"CE",40.417764,-97.336105,2015,1,NA
"3336","NE0232",2,"258T","ULYSSES TOWNSHIP LIBRARY","410 C STREET","ULYSSES","NE",68669,NA,"CE",41.07183748,-97.20246802,2020,1,NA
"3337","NE0233",3,"260BS","VALENTINE PUBLIC LIBRARY","324 NORTH MAIN STREET","VALENTINE","NE",69201,NA,"BS",42.87527461,-100.5506573,2020,1,NA
"3338","NE0234",2,"261C","VALLEY PUBLIC LIBRARY","232 N. SPRUCE ST.","VALLEY","NE",68064,NA,"CE",41.31368976,-96.3453035,2020,1,NA
"3339","NE0235",2,"262C","VALPARAISO PUBLIC LIBRARY","300 WEST 2ND","VALPARAISO","NE",68065,NA,"CE",41.08151251,-96.83440876,2020,1,NA
"3340","NE0237",3,"NE0237-003","VILLAGE OF VERDON LIBRARY","306 1/2 MAIN STREET","VERDON","NE",68457,NA,"CE",40.14749,-95.712767,2015,1,NA
"3341","NE0237",NA,"NE0237-003","VILLAGE OF VERDON LIBRARY","306 1/2 MAIN STREET","VERDON","NE",68457,"SO",NA,40.14749,-95.712767,2016,1,NA
"3342","NE0238",2,"265C","WAHOO PUBLIC LIBRARY","637 NORTH MAPLE STREET","WAHOO","NE",68066,NA,"CE",41.21138364,-96.62126358,2020,1,NA
"3343","NE0241",2,"268C","AGNES ROBINSON WATERLOO PUBLIC LIBRARY","23704 CEDAR DRIVE","WATERLOO","NE",68069,NA,"CE",41.2848796,-96.28833104,2020,1,NA
"3344","NE0242",2,"269C","WAUNETA PUBLIC LIBRARY","319 NORTH TECUMSEH","WAUNETA","NE",69045,NA,"CE",40.4194917,-101.3712591,2020,1,NA
"3345","NE0243",2,"270T","LIED LINCOLN TOWNSHIP LIBRARY","603 E. NORRIS ST.","WAUSA","NE",68786,NA,"CE",42.49822806,-97.53766816,2020,1,NA
"3346","NE0244",2,"271C","WAYNE PUBLIC LIBRARY","410 NORTH PEARL STREET","WAYNE","NE",68787,NA,"CE",42.23260584,-97.01935732,2020,1,NA
"3347","NE0245",2,"272C","WEEPING WATER PUBLIC LIBRARY","101 W ELDORA AVE SUITE 2","WEEPING WATER","NE",68463,NA,"CE",40.86990122,-96.14036044,2020,1,NA
"3348","NE0248",3,"NE0248-003","WILCOX PUBLIC LIBRARY","121 SOUTH MAIN STREET","WILCOX","NE",68982,NA,"CE",40.364774,-99.170024,2016,1,NA
"3349","NE0252",2,"281C","WISNER PUBLIC LIBRARY","1015 EAST E STREET","WISNER","NE",68791,NA,"CE",41.98740156,-96.91514844,2020,1,NA
"3350","NE0253",2,"281C","WOLBACH PUBLIC LIBRARY","610 KINGSTON","WOLBACH","NE",68882,NA,"CE",41.395966,-98.391928,2015,1,NA
"3351","NE0254",2,"282C","MALTMAN MEMORIAL PUBLIC LIBRARY","910 MAIN STREET","WOOD RIVER","NE",68883,NA,"CE",40.82071621,-98.60167881,2020,1,NA
"3352","NE0265",3,"046NE68932","CAMPBELL PUBLIC LIBRARY","721 BROAD STREET","CAMPBELL","NE",68932,NA,"CE",40.298371,-98.732037,2015,1,NA
"3353","NE0265",NA,"NE0265","CAMPBELL PUBLIC LIBRARY","721 BROAD STREET","CAMPBELL","NE",68932,"SO",NA,40.298371,-98.732037,2016,1,NA
"3354","NE0273",2,"274C","STRUCKMAN-BAATZ MEMORIAL LIBRARY","104 SOUTH WEST AVENUE","WESTERN","NE",68464,NA,"CE",40.39342333,-97.19783561,2020,1,NA
"3355","NE0274",2,"134C","INDIANOLA PUBLIC LIBRARY","122 NORTH 4TH STREET","INDIANOLA","NE",69034,NA,"CE",40.23449991,-100.4173049,2020,1,NA
"3356","NE0275",3,"NE0275-003","EWING TOWNSHIP LIBRARY","202 EAST NEBRASKA","EWING","NE",68735,NA,"CE",42.25781803,-98.34507638,2020,1,NA
"3357","NE0276",2,"NE0276-002","SUMP MEMORIAL LIBRARY","222 NORTH JEFFERSON","PAPILLION","NE",68046,NA,"CE",41.1577517,-96.04165255,2020,1,NA
"3358","NE0276",3,"0276BR","PAPILLION LANDING DIGITAL LIBRARY","1046 W. LINCOLN ST.","PAPILLION","NE",68046,NA,"BR",41.15745498,-96.05549702,2020,1,NA
"3359","NE0278",2,"NE0278-002","HRUSKA MEMORIAL PUBLIC LIBRARY","399 NORTH 5TH STREET","DAVID CITY","NE",68632,NA,"CE",41.25245228,-97.1286833,2020,1,NA
"3360","NE0279",3,"NE0279-003","DWIGHT COMMUNITY LIBRARY","120 N 2ND STREET","DWIGHT","NE",68635,NA,"CE",41.08276597,-97.02008394,2020,1,NA
"3361","NE0281",3,"NE0281-003","MILLIGAN PUBLIC LIBRARY","507 MAIN STREET","MILLIGAN","NE",68406,NA,"CE",40.49971057,-97.38898422,2020,1,NA
"3362","NE0282",2,"NE0282-002","HOOPER PUBLIC LIBRARY","126 NORTH MAIN","HOOPER","NE",68031,NA,"CE",41.61170757,-96.54769637,2020,1,NA
"3363","NE9006",1,"NX804","LAUREL COMMUNITY LEARNING CENTER","502 WAKEFIELD ST.","LAUREL","NE",68745,NA,"CE",42.42558098,-97.09397744,2020,1,NA
"3364","NE9008",1,"NE9008-001","LA VISTA PUBLIC LIBRARY","9110 GILES ROAD","LA VISTA","NE",68128,NA,"CE",41.17634754,-96.05427704,2020,1,NA
"3365","NE9012",1,"NE9012-001","BOB & WAUNETA BURKLEY LIBRARY & RESOURCE CENTER","208 EAST FILLMORE","DEWITT","NE",68341,NA,"CE",40.39462867,-96.92136069,2020,1,NA
"3366","NE9013",1,"NE9013-001","GIBBON PUBLIC LIBRARY","116 LABARRE STREET","GIBBON","NE",68840,NA,"CE",40.74791584,-98.84513372,2020,1,NA
"3367","NE9016",1,"NE9016-001","BIG SPRINGS PUBLIC LIBRARY","400 PINE STREET","BIG SPRINGS","NE",69122,NA,"CE",41.06304776,-102.0746854,2020,1,NA
"3368","NE9020",1,"NE9020-001","DALTON PUBLIC LIBRARY","306 MAIN STREET","DALTON","NE",69131,NA,"CE",41.4072062,-102.9740819,2020,1,NA
"3369","NE9021",1,"NE9021-001","DAVIES MEMORIAL LIBRARY","612 THAYER STREET","BUTTE","NE",68722,NA,"CE",42.91357,-98.849069,2015,1,NA
"3370","NE9021",NA,"NE9021-001","DAVIES MEMORIAL LIBRARY","612 THAYER STREET","BUTTE","NE",68722,"SO",NA,42.91357,-98.849069,2016,1,NA
"3371","NE9022",1,"NE9022-001","DUNDY COUNTY LIBRARY","102 6TH AV EAST","BENKELMAN","NE",69021,NA,"CE",40.04911273,-101.5327546,2020,1,NA
"3372","NE9023",1,"NE9023-001","FAITH MEMORIAL LIBRARY","122 NORTH GARRISON AVENUE","WALLACE","NE",69169,NA,"CE",40.83947982,-101.166454,2020,1,NA
"3373","NE9024",1,"NE9024-001","FINCH MEMORIAL LIBRARY","205 NORTH WALNUT","ARNOLD","NE",69120,NA,"CE",41.4240096,-100.1947076,2020,1,NA
"3374","NE9025",1,"NE9025-001","GILTNER PUBLIC LIBRARY","4020 COMMERCIAL AVENUE","GILTNER","NE",68841,NA,"CE",40.774095,-98.153561,2015,1,NA
"3375","NE9025",NA,"NE9025-001","GILTNER PUBLIC LIBRARY","4020 COMMERCIAL AVENUE","GILTNER","NE",68841,"SO",NA,40.774095,-98.153561,2016,1,NA
"3376","NE9026",1,"NE9026-001","JOHN G SMITH MEMORIAL LIBRARY","517 RIDGE ST.","DAWSON","NE",68337,NA,"CE",40.13186098,-95.83067745,2020,1,NA
"3377","NE9027",1,"NE9027-001","KEYA PAHA COUNTY LIBRARY","118 S. MAIN STREET","SPRINGVIEW","NE",68778,NA,"CE",42.82379598,-99.74880747,2020,1,NA
"3378","NE9028",1,"NE9028-001","LOOMIS PUBLIC LIBRARY","301 COMMERCIAL","LOOMIS","NE",68958,NA,"CE",40.477413,-99.507183,2015,1,NA
"3379","NE9029",1,"NE9029-001","LYNCH PUBLIC LIBRARY","423 WEST HOFFMAN","LYNCH","NE",68746,NA,"CE",42.830359,-98.466714,2015,1,NA
"3380","NE9030",1,"NE9030-001","NEHAWKA PUBLIC LIBRARY","221 MAPLE","NEHAWKA","NE",68413,NA,"CE",40.82845911,-95.98872515,2020,1,NA
"3381","NE9031",1,"NE9031-001","OCONTO PUBLIC LIBRARY","43352 ROAD 780","OCONTO","NE",68860,NA,"CE",41.132756,-99.749743,2015,1,NA
"3382","NE9031",NA,"NE9031-001","OCONTO PUBLIC LIBRARY","43352 ROAD 780","OCONTO","NE",68860,"SO",NA,41.132756,-99.749743,2016,1,NA
"3383","NE9032",1,"NE9032-001","OVERTON COMMUNITY LIBRARY","407 HIGHWAY 30","OVERTON","NE",68863,NA,"CE",40.731469,-99.483664,2015,1,NA
"3384","NE9032",NA,"NE9032-001","OVERTON COMMUNITY LIBRARY","407 HIGHWAY 30","OVERTON","NE",68863,"SO",NA,40.731469,-99.483664,2016,1,NA
"3385","NE9033",1,"NE9033-001","PALMER PUBLIC LIBRARY","202 COMMERCIAL STREET","PALMER","NE",68864,NA,"CE",41.222147,-98.269076,2015,1,NA
"3386","NE9033",NA,"NE9033-001","PALMER PUBLIC LIBRARY","202 COMMERCIAL STREET","PALMER","NE",68864,"SO",NA,41.222147,-98.269076,2016,1,NA
"3387","NE9034",1,"NE9034-001","PETERSBURG PUBLIC LIBRARY","103 SOUTH SECOND STREET","PETERSBURG","NE",68652,NA,"CE",41.85341283,-98.07934374,2020,1,NA
"3388","NE9035",1,"NE9035-001","PLYMOUTH PUBLIC LIBRARY","103 NORTH JEFFERSON AVENUE","PLYMOUTH","NE",68424,NA,"CE",40.30339286,-96.98765459,2020,1,NA
"3389","NE9039",1,"NE9039-001","SIOUX COUNTY PUBLIC LIBRARY","182 WEST 3RD","HARRISON","NE",69346,NA,"CE",42.6886344,-103.8841101,2020,1,NA
"3390","NE9040",1,"NE9040-001","SPALDING PUBLIC LIBRARY","159 WEST SAINT JOSEPH STREET","SPALDING","NE",68665,NA,"CE",41.68871274,-98.36384522,2020,1,NA
"3391","NE9041",1,"NE9041-001","SPRINGBANK TOWNSHIP LIBRARY","100 EAST 2ND STREET","ALLEN","NE",68710,NA,"CE",42.41610251,-96.84517498,2020,1,NA
"3392","NE9042",1,"NE9042-001","STELLA COMMUNITY LIBRARY","222 N. MAIN ST.","STELLA","NE",68442,NA,"CE",40.23040192,-95.77338746,2020,1,NA
"3393","NE9043",1,"NE9043-001","STERLING PUBLIC LIBRARY","150 BROADWAY STREET","STERLING","NE",68443,NA,"CE",40.45896287,-96.37684117,2020,1,NA
"3394","NE9045",1,"NE9045-001","TALMAGE PUBLIC LIBRARY","405 MAIN STREET","TALMAGE","NE",68448,NA,"CE",40.531164,-96.0219,2017,1,NA
"3395","NE9046",1,"NE9046-001","THOMAS COUNTY LIBRARY","501 MAIN STREET","THEDFORD","NE",69166,NA,"CE",41.97755667,-100.5731578,2020,1,NA
"3396","NE9046",2,"NE9046BS","THOMAS COUNTY LIBRARY BOOKMOBILE","501 MAIN STREET","THEDFORD","NE",69166,NA,"BS",41.97755667,-100.5731578,2020,1,NA
"3397","NE9047",1,"NE9047-001","TUCKER MEMORIAL LIBRARY","313 HARBINE STREET","ALEXANDRIA","NE",68303,NA,"CE",40.245367,-97.389641,2015,1,NA
"3398","NE9048",1,"NE9048-001","WILSONVILLE PUBLIC LIBRARY","203 IVA STREET","WILSONVILLE","NE",69046,NA,"CE",40.112829,-100.108509,2015,1,NA
"3399","NE9048",NA,"NE9048-001","WILSONVILLE PUBLIC LIBRARY","203 IVA STREET","WILSONVILLE","NE",69046,"SO",NA,40.112829,-100.108509,2016,1,NA
"3400","NE9051",1,"NE9051","DOUGLAS PUBLIC LIBRARY","ROUTE 1","DOUGLAS","NE",68344,NA,"CE",40.594206,-96.389916,2015,1,NA
"3401","NE9051",NA,"NE9051","DOUGLAS PUBLIC LIBRARY","ROUTE 1","DOUGLAS","NE",68344,"SO",NA,40.594206,-96.389916,2016,1,NA
"3402","NE9053",1,"NE9053-001","GREELEY VILLAGE PUBLIC LIBRARY","102 SOUTH KILDARE STREET","GREELEY","NE",68842,NA,"CE",41.54803059,-98.53082164,2020,1,NA
"3403","NH0003",2,"NH89100","TUCKER FREE LIBRARY","31 WESTERN AVENUE","HENNIKER","NH",3242,NA,"CE",43.17967784,-71.8235478,2020,1,NA
"3404","NH0004",2,"NH89101","HILL PUBLIC LIBRARY","30 CRESCENT STREET","HILL","NH",3243,NA,"CE",43.52162488,-71.70110294,2020,1,NA
"3405","NH0005",2,"NH89102","FULLER PUBLIC LIBRARY","29 SCHOOL STREET","HILLSBOROUGH","NH",3244,NA,"CE",43.11618413,-71.89588647,2020,1,NA
"3406","NH0006",2,"NH89103","HINSDALE PUBLIC LIBRARY","122 BRATTLEBORO ROAD","HINSDALE","NH",3451,NA,"CE",42.78514589,-72.49710806,2020,1,NA
"3407","NH0007",2,"NH89104","HOLDERNESS LIBRARY","866 US ROUTE 3","HOLDERNESS","NH",3245,NA,"CE",43.73125166,-71.58761893,2020,1,NA
"3408","NH0008",2,"NH89105","HOLLIS SOCIAL LIBRARY","2 MONUMENT SQUARE","HOLLIS","NH",3049,NA,"CE",42.73970043,-71.58926472,2020,1,NA
"3409","NH0009",2,"NH89106","HOOKSETT PUBLIC LIBRARY","31 MOUNT SAINT MARY'S WAY","HOOKSETT","NH",3106,NA,"CE",43.09414781,-71.45170469,2020,1,NA
"3410","NH0010",5,"NH891078","HOPKINTON TOWN LIBRARY","61 HOUSTON DRIVE","CONTOOCOOK","NH",3229,NA,"CE",43.223538,-71.72363702,2020,1,NA
"3411","NH0011",5,"NH89109","GEORGE H. AND ELLA M. RODGERS MEMORIAL LIBRARY","194 DERRY ROAD","HUDSON","NH",3051,NA,"CE",42.79109168,-71.4387249,2020,1,NA
"3412","NH0012",2,"NH8911","KIMBALL LIBRARY","5 ACADEMY AVENUE","ATKINSON","NH",3811,NA,"CE",42.83880735,-71.15042178,2020,1,NA
"3413","NH0013",2,"NH89110","JACKSON PUBLIC LIBRARY","52 MAIN STREET","JACKSON","NH",3846,NA,"CE",44.14274459,-71.18252394,2020,1,NA
"3414","NH0014",2,"NH89111","JAFFREY PUBLIC LIBRARY","38 MAIN STREET","JAFFREY","NH",3452,NA,"CE",42.81554152,-72.02485513,2020,1,NA
"3415","NH0015",2,"NH89112","JEFFERSON PUBLIC LIBRARY","737 PRESIDENTIAL HIGHWAY","JEFFERSON","NH",3583,NA,"CE",44.42014109,-71.47588363,2020,1,NA
"3416","NH0016",2,"NH89113","KEENE PUBLIC LIBRARY","60 WINTER STREET","KEENE","NH",3431,NA,"CE",42.93399441,-72.28146005,2020,1,NA
"3417","NH0017",2,"NH89114","KENSINGTON SOCIAL & PUBLIC LIBRARY","126 AMESBURY ROAD","KENSINGTON","NH",3833,NA,"CE",42.9281039,-70.94356003,2020,1,NA
"3418","NH0018",2,"NH89115","KINGSTON COMMUNITY LIBRARY","2 LIBRARY LANE","KINGSTON","NH",3848,NA,"CE",42.94774656,-71.05939441,2020,1,NA
"3419","NH0019",4,"NH89116-A","GOSS READING ROOM","188 ELM STREET","LACONIA","NH",3246,NA,"BR",43.54961251,-71.46639113,2020,1,NA
"3420","NH0019",5,"NH89116","LACONIA PUBLIC LIBRARY","695 MAIN STREET","LACONIA","NH",3246,NA,"CE",43.52952176,-71.47112531,2020,1,NA
"3421","NH0021",2,"NH89118-A","KILTON PUBLIC LIBRARY","80 MAIN STREET","WEST LEBANON","NH",3784,NA,"BR",43.64775412,-72.31028089,2020,1,NA
"3422","NH0021",3,"NH89118","LEBANON PUBLIC LIBRARY","9 EAST PARK STREET","LEBANON","NH",3766,NA,"CE",43.64266563,-72.25012716,2020,1,NA
"3423","NH0022",2,"NH89119","LEE PUBLIC LIBRARY","9 MAST ROAD","LEE","NH",3861,NA,"CE",43.12328749,-71.01029891,2020,1,NA
"3424","NH0023",2,"NH8912","GRIFFIN FREE PUBLIC LIBRARY","22 HOOKSETT ROAD","AUBURN","NH",3032,NA,"CE",43.0059502,-71.34861039,2020,1,NA
"3425","NH0024",2,"NH89120","MINER MEMORIAL LIBRARY","3 2ND NEW HAMPSHIRE TURNPIKE","LEMPSTER","NH",3605,NA,"CE",43.22569143,-72.17835688,2020,1,NA
"3426","NH0025",2,"NH89121","LINCOLN PUBLIC LIBRARY","22 CHURCH STREET","LINCOLN","NH",3251,NA,"CE",44.04522267,-71.66979729,2020,1,NA
"3427","NH0026",2,"NH89122","LISBON PUBLIC LIBRARY","45 SCHOOL STREET","LISBON","NH",3585,NA,"CE",44.21465547,-71.91145281,2020,1,NA
"3428","NH0027",2,"NH89123","AARON CUTLER MEMORIAL LIBRARY","269 CHARLES BANCROFT HIGHWAY","LITCHFIELD","NH",3052,NA,"CE",42.84471423,-71.47971383,2020,1,NA
"3429","NH0029",2,"NH89125","LEACH LIBRARY","276 MAMMOTH ROAD","LONDONDERRY","NH",3053,NA,"CE",42.86878895,-71.37599532,2020,1,NA
"3430","NH0030",2,"NH89126","MAXFIELD PUBLIC LIBRARY","8 ROUTE 129","LOUDON","NH",3307,NA,"CE",43.28628367,-71.46716302,2020,1,NA
"3431","NH0031",2,"NH89127","CONVERSE FREE LIBRARY","38 UNION STREET","LYME","NH",3768,NA,"CE",43.8103122,-72.15950906,2020,1,NA
"3432","NH0032",2,"NH89128","J.A. TARBELL LIBRARY","136 FOREST ROAD","LYNDEBOROUGH","NH",3082,NA,"CE",42.87870885,-71.78264411,2020,1,NA
"3433","NH0033",2,"NH89129","MADISON LIBRARY","1895 VILLAGE ROAD","MADISON","NH",3849,NA,"CE",43.89434009,-71.15569262,2020,1,NA
"3434","NH0034",2,"NH8913","OSCAR FOSS MEMORIAL LIBRARY","111 SOUTH BARNSTEAD ROAD","CENTER BARNSTEAD","NH",3225,NA,"CE",43.33954835,-71.25960262,2020,1,NA
"3435","NH0035",4,"NH89130-A","WEST SIDE COMMUNITY LIBRARY","76 NORTH MAIN STREET","MANCHESTER","NH",3102,NA,"BR",42.98518974,-71.47395328,2020,1,NA
"3436","NH0035",6,"NH89130","MANCHESTER CITY LIBRARY","405 PINE STREET","MANCHESTER","NH",3104,NA,"CE",42.99226947,-71.45929258,2020,1,NA
"3437","NH0036",2,"NH89131","FROST FREE LIBRARY","28 JAFFREY ROAD","MARLBOROUGH","NH",3455,NA,"CE",42.90123114,-72.20623767,2020,1,NA
"3438","NH0037",2,"NH89132","MARLOW TOWN LIBRARY","12 CHURCH STREET","MARLOW","NH",3456,NA,"CE",43.11633475,-72.19962049,2020,1,NA
"3439","NH0038",2,"NH89133","MASON PUBLIC LIBRARY","16 DARLING HILL ROAD","MASON","NH",3048,NA,"CE",42.74448637,-71.76898663,2020,1,NA
"3440","NH0039",2,"NH89134","MEREDITH PUBLIC LIBRARY","91 MAIN STREET","MEREDITH","NH",3253,NA,"CE",43.65525249,-71.50017632,2020,1,NA
"3441","NH0040",2,"NH89135","MERRIMACK PUBLIC LIBRARY","470 DANIEL WEBSTER HIGHWAY","MERRIMACK","NH",3054,NA,"CE",42.86749562,-71.49345026,2020,1,NA
"3442","NH0041",2,"NH89136","MILAN PUBLIC LIBRARY","20 BRIDGE STREET","MILAN","NH",3588,NA,"CE",44.57364689,-71.18263387,2020,1,NA
"3443","NH0042",2,"NH89137","WILLIAM Y. WADLEIGH MEMORIAL LIBRARY","49 NASHUA STREET","MILFORD","NH",3055,NA,"CE",42.83549557,-71.64793293,2020,1,NA
"3444","NH0043",2,"NH89138","NUTE LIBRARY","22 ELM STREET","MILTON","NH",3851,NA,"CE",43.40767824,-70.99118446,2020,1,NA
"3445","NH0044",2,"NH89139","MILTON FREE PUBLIC LIBRARY","13 MAIN STREET","MILTON MILLS","NH",3852,NA,"CE",43.49969064,-70.96464782,2020,1,NA
"3446","NH0045",2,"NH8914","BARRINGTON PUBLIC LIBRARY","105 RAMSDELL LANE","BARRINGTON","NH",3825,NA,"CE",43.21941267,-71.0355453,2020,1,NA
"3447","NH0046",2,"NH89140","MONROE PUBLIC LIBRARY","19 PLAINS ROAD","MONROE","NH",3771,NA,"CE",44.26011673,-72.05278648,2020,1,NA
"3448","NH0047",2,"NH89141","DALAND MEMORIAL LIBRARY","5 NORTH MAIN STREET","MONT VERNON","NH",3057,NA,"CE",42.89509928,-71.67437286,2020,1,NA
"3449","NH0048",2,"NH89142","MOULTONBOROUGH PUBLIC LIBRARY","4 HOLLAND STREET","MOULTONBOROUGH","NH",3254,NA,"CE",43.75598714,-71.39686916,2020,1,NA
"3450","NH0049",7,"NH89143","NASHUA PUBLIC LIBRARY","2 COURT STREET","NASHUA","NH",3060,NA,"CE",42.76291352,-71.46487602,2020,1,NA
"3451","NH0050",2,"NH89144","OLIVIA RODHAM MEMORIAL LIBRARY","1 NELSON COMMON ROAD","NELSON","NH",3457,NA,"CE",42.9896119,-72.12737829,2020,1,NA
"3452","NH0051",2,"NH89145","WHIPPLE FREE LIBRARY","67 MONT VERNON RD","NEW BOSTON","NH",3070,NA,"CE",42.97131848,-71.69647504,2020,1,NA
"3453","NH0052",2,"NH89146","NEWBURY PUBLIC LIBRARY","933 ROUTE 103","NEWBURY","NH",3255,NA,"CE",43.31970696,-72.03486111,2020,1,NA
"3454","NH0053",2,"NH89147","NEW CASTLE PUBLIC LIBRARY","301 WENTWORTH ROAD","NEW CASTLE","NH",3854,NA,"CE",43.06484284,-70.71677305,2020,1,NA
"3455","NH0054",2,"NH89148","NEW DURHAM PUBLIC LIBRARY","2 OLD BAY ROAD","NEW DURHAM","NH",3855,NA,"CE",43.43489229,-71.16336252,2020,1,NA
"3456","NH0055",2,"NH89149","PAUL MEMORIAL LIBRARY","76 MAIN STREET","NEWFIELDS","NH",3856,NA,"CE",43.03617262,-70.94175566,2020,1,NA
"3457","NH0056",2,"NH8915","BARTLETT PUBLIC LIBRARY","1313 US RTE 302","BARTLETT","NH",3812,NA,"CE",44.07804,-71.28006,2020,1,NA
"3458","NH0057",2,"NH89150","GORDON-NASH LIBRARY","69 MAIN STREET","NEW HAMPTON","NH",3256,NA,"CE",43.60555195,-71.65242554,2020,1,NA
"3459","NH0058",2,"NH89151","LANGDON LIBRARY","328 NIMBLE HILL ROAD","NEWINGTON","NH",3801,NA,"CE",43.09741967,-70.83259651,2020,1,NA
"3460","NH0059",2,"NH89152","NEW IPSWICH LIBRARY","6 MAIN STREET","NEW IPSWICH","NH",3071,NA,"CE",42.75726006,-71.8541171,2020,1,NA
"3461","NH0060",2,"NH89153","TRACY MEMORIAL LIBRARY","304 MAIN STREET","NEW LONDON","NH",3257,NA,"CE",43.4145044,-71.9852902,2020,1,NA
"3462","NH0061",2,"NH89154","NEWMARKET PUBLIC LIBRARY","1 ELM STREET","NEWMARKET","NH",3857,NA,"CE",43.08159276,-70.93524836,2020,1,NA
"3463","NH0062",2,"NH89155","RICHARDS FREE LIBRARY","58 NORTH MAIN STREET","NEWPORT","NH",3773,NA,"CE",43.36693178,-72.17534834,2020,1,NA
"3464","NH0063",2,"NH89156","GALE LIBRARY","16 SOUTH MAIN STREET","NEWTON","NH",3858,NA,"CE",42.86740116,-71.03643772,2020,1,NA
"3465","NH0064",2,"NH89157","NORTH HAMPTON PUBLIC LIBRARY","237A ATLANTIC AVENUE","NORTH HAMPTON","NH",3862,NA,"CE",42.97321618,-70.83114515,2020,1,NA
"3466","NH0065",2,"NH89158","NORTHUMBERLAND PUBLIC LIBRARY","31 STATE STREET","GROVETON","NH",3582,NA,"CE",44.59891967,-71.5139798,2020,1,NA
"3467","NH0066",5,"NH89159","CHESLEY MEMORIAL LIBRARY","8 MOUNTAIN AVENUE","NORTHWOOD","NH",3261,NA,"CE",43.19356561,-71.14949266,2020,1,NA
"3468","NH0067",2,"NH8916","BATH PUBLIC LIBRARY","4 WEST BATH ROAD","BATH","NH",3740,NA,"CE",44.16719717,-71.96591844,2020,1,NA
"3469","NH0068",2,"NH89160","BLAISDELL MEMORIAL LIBRARY","129 STAGE ROAD","NOTTINGHAM","NH",3290,NA,"CE",43.11681847,-71.10198202,2020,1,NA
"3470","NH0071",2,"NH89163","ORFORD FREE LIBRARY","2539 ROUTE 25A","ORFORD","NH",3777,NA,"CE",43.88192266,-72.10217253,2020,1,NA
