"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","speed_benchmark","pop_category"
"49",19828,"PA0383",4,"primos branch library","library","No","public library","Active","409 Ashland Ave","Secane","PA",19018,2705,"Delaware",39.9186122,-75.3051204,"Congressional District 7","Urban",NA,NA,NA,NA,16044217,"Paiu Net","consortium","2895 West Pike Road","Indiana","PA",15701,"Congressional District 9",2022,221029608,2299047849,2299047849.001,"In-Window","Committed","Funded","FCDL Issued","Treasure Lake LP",143035537,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",20,"Gbps",20,"Gbps",1669.85,0,1669.85,1,1669.85,12,20038.2,0,0,0,0,0,20038.2,0.62,12423.684,7614.52,3790,NA,NA,NA,NA,NA,134.48,149,83.3804295302013,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",20000,20000,"gigabit","gigabit",179093,NA,21,"Suburban Large","Suburban","benchmark met","over50"
"50",20104,"PA0383",3,"municipal branch library","library","No","public library","Active","501 Bywood Avenue","Upper Darby","PA",19082,2111,"Delaware",39.9592094,-75.2665535,"Congressional District 1","Urban",NA,NA,NA,NA,16044217,"Paiu Net","consortium","2895 West Pike Road","Indiana","PA",15701,"Congressional District 9",2022,221029608,2299047849,2299047849.001,"In-Window","Committed","Funded","FCDL Issued","Treasure Lake LP",143035537,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",20,"Gbps",20,"Gbps",1669.85,0,1669.85,1,1669.85,12,20038.2,0,0,0,0,0,20038.2,0.62,12423.684,7614.52,0,NA,NA,NA,NA,NA,134.48,149,83.3804295302013,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",20000,20000,"gigabit","gigabit",179093,NA,21,"Suburban Large","Suburban","benchmark met","over50"
"51",120486,"MA0099",2,"boyden library","library","Yes","main branch, public library","Active","10 Bird St","Foxboro","MA",2035,2319,"Norfolk",42.0660745,-71.2505411,"Congressional District 4","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.002,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,6,1199.1,12,14389.2,69.95,0,69.95,6,419.7,14808.9,0.55,8144.895,6664,0,NA,NA,NA,NA,NA,2468.15,6,1357.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",17671,NA,21,"Suburban Large","Suburban","benchmark met","under50"
"52",120494,"MA0166",2,"mansfield public library","library","Yes","main branch, public library","Active","255 Hope St","Mansfield","MA",2048,2353,"Bristol",42.033903,-71.2098104,"Congressional District 4","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,0,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",24063,NA,21,"Suburban Large","Suburban","benchmark met","under50"
"53",120505,"MA0205",2,"norfolk public library","library","Yes","main branch, public library","Active","139 Main St","Norfolk","MA",2056,1432,"Norfolk",42.1190677,-71.3262402,"Congressional District 4","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.003,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",20,"Mbps",200,"Mbps",299.85,0,299.85,2,599.7,12,7196.4,29.95,0,29.95,2,59.9,7256.3,0.55,3990.965,3265.33,0,NA,NA,NA,NA,NA,3628.15,2,1995.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",200,200,"served_not_gigabit","not_gigabit",11988,NA,21,"Suburban Large","Suburban","benchmark met","under50"
"54",120522,"MA0346",2,"fiske public library","library","Yes","main branch, public library","Active","110 Randall Rd","Wrentham","MA",2093,1511,"Norfolk",42.0608445,-71.3298237,"Congressional District 4","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,0,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",11964,NA,21,"Suburban Large","Suburban","benchmark met","under50"
"55",120596,"MA0042",2,"bridgewater public library","library","Yes","main branch, public library","Active","15 South St","Bridgewater","MA",2324,2516,"Plymouth",41.988893,-70.9774653,"Congressional District 8","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,0,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",27395,NA,21,"Suburban Large","Suburban","benchmark met","under50"
"56",120597,"MA0052",2,"carver public library","library","Yes","main branch, public library","Active","Po Box 328","Carver","MA",2330,328,"Plymouth",41.886852,-70.7656321,"Congressional District 9","Rural",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.003,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",20,"Mbps",200,"Mbps",299.85,0,299.85,2,599.7,12,7196.4,29.95,0,29.95,2,59.9,7256.3,0.55,3990.965,3265.33,0,NA,NA,NA,NA,NA,3628.15,2,1995.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",200,200,"served_not_gigabit","not_gigabit",11777,NA,21,"Suburban Large","Suburban","benchmark met","under50"
"57",120607,"MA0123",2,"town of hanson/hanson public library","library","Yes","main branch, public library","Active","132 Maquan St","Hanson","MA",2341,1711,"Plymouth",42.063007,-70.8559345,"Congressional District 9","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.002,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,6,1199.1,12,14389.2,69.95,0,69.95,6,419.7,14808.9,0.55,8144.895,6664,0,NA,NA,NA,NA,NA,2468.15,6,1357.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",10874,NA,21,"Suburban Large","Suburban","benchmark met","under50"
"58",120610,"MA0181",2,"middleborough public library","library","Yes","main branch, public library","Active","102 N Main St","Middleboro","MA",2346,2420,"Plymouth",41.8936774,-70.9080925,"Congressional District 9","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,0,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",25121,NA,21,"Suburban Large","Suburban","benchmark met","under50"
"59",120612,"MA0145",2,"lakeville public library","library","Yes","main branch, public library","Active","4 Precinct","Lakeville","MA",2347,1697,"Bristol",41.8464149,-70.9505618,"Congressional District 4","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.002,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,6,1199.1,12,14389.2,69.95,0,69.95,6,419.7,14808.9,0.55,8144.895,6664,0,NA,NA,NA,NA,NA,2468.15,6,1357.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",11418,NA,41,"Rural Fringe","Rural","benchmark met","under50"
"60",120619,"MA0228",2,"pembroke library","library","Yes","main branch, public library","Active","142 Center St","Pembroke","MA",2359,2613,"Plymouth",42.069474,-70.808687,"Congressional District 9","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,0,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",18448,NA,21,"Suburban Large","Suburban","benchmark met","under50"
"61",120629,"MA0237",2,"plympton public library","library","Yes","main branch, public library","Active","248 Main St","Plympton","MA",2367,1100,"Plymouth",41.9567412,-70.8154777,"Congressional District 9","Rural",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,0,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",2985,NA,41,"Rural Fringe","Rural","benchmark met","under50"
"62",120636,"MA0318",2,"west bridgewater pub library","library","Yes","main branch, public library","Active","80 Howard St","W Bridgewater","MA",2379,1710,"Plymouth",42.0200138,-71.0127488,"Congressional District 8","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,0,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",7262,NA,21,"Suburban Large","Suburban","benchmark met","under50"
"63",120709,"MA0016",2,"attleboro public library","library","Yes","main branch, public library","Active","74 N Main St","Attleboro","MA",2703,2280,"Bristol",41.945695,-71.286781,"Congressional District 4","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,37000,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",45117,NA,21,"Suburban Large","Suburban","benchmark met","under50"
"64",120717,"MA0094",2,"millicent public library","library","Yes","main branch, public library","Active","45 Center St","Fairhaven","MA",2719,2944,"Bristol",41.6356981,-70.9033893,"Congressional District 9","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,0,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",16094,NA,22,"Suburban Midsize","Suburban","benchmark met","under50"
"65",120726,"MA0172",2,"mattapoisett public library","library","Yes","main branch, public library","Active","7 Barstow St","Mattapoisett","MA",2739,2603,"Plymouth",41.6591317,-70.8129871,"Congressional District 9","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.002,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,6,1199.1,12,14389.2,69.95,0,69.95,6,419.7,14808.9,0.55,8144.895,6664,0,NA,NA,NA,NA,NA,2468.15,6,1357.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",6379,NA,22,"Suburban Midsize","Suburban","benchmark met","under50"
"66",120733,"MA0198",2,"new bedford free pub library","library","No","main branch, public library","Active","613 Pleasant St","New Bedford","MA",2740,6203,"Bristol",41.6350108,-70.927439,"Congressional District 9","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,NA,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",95315,NA,22,"Suburban Midsize","Suburban","benchmark not met","over50"
"67",120745,"MA0215",2,"norton public library","library","Yes","main branch, public library","Active","68 E Main St","Norton","MA",2766,2310,"Bristol",41.9705541,-71.181287,"Congressional District 4","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,0,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",19948,NA,21,"Suburban Large","Suburban","benchmark met","under50"
"68",120749,"MA0247",2,"joseph h plumb mem library","library","Yes","main branch, public library","Active","New Bedford Road","Rochester","MA",2770,NA,"Plymouth",41.7238974,-70.8454224,"Congressional District 9","Rural",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,NA,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",5628,NA,41,"Rural Fringe","Rural","benchmark met","under50"
"69",120751,"MA0262",2,"seekonk public library","library","Yes","main branch, public library","Active","410 Newman Ave","Seekonk","MA",2771,4604,"Bristol",41.8533017,-71.3294393,"Congressional District 4","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.002,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,6,1199.1,12,14389.2,69.95,0,69.95,6,419.7,14808.9,0.55,8144.895,6664,0,NA,NA,NA,NA,NA,2468.15,6,1357.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",15702,NA,21,"Suburban Large","Suburban","benchmark met","under50"
"70",120755,"MA0027",2,"berkley public library","library","Yes","main branch, public library","Active","3 N Main St","Berkley","MA",2779,1312,"Bristol",41.8469346,-71.0824392,"Congressional District 4","Rural",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,0,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",6802,NA,41,"Rural Fringe","Rural","benchmark met","under50"
"71",120760,"MA0290",2,"taunton public library","library","Yes","main branch, public library","Active","12 Pleasant St","Taunton","MA",2780,3203,"Bristol",41.9036882,-71.0947677,"Congressional District 4","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,0,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",57296,NA,21,"Suburban Large","Suburban","benchmark not met","over50"
"72",2608,"MA0198",3,"buttonwood community library","library","No",NA,"Active","745 Rockdale Ave","New Bedford","MA",2740,1559,"Bristol",41.6333337,-70.9491576,"Congressional District 9","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,NA,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",95315,NA,22,"Suburban Midsize","Suburban","benchmark not met","over50"
"73",2637,"MA0198",5,"howland-green branch library","library","No","public library","Active","3 Rodney French Blvd","New Bedford","MA",2744,2601,"Bristol",41.6159411,-70.9197862,"Congressional District 9","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,16,3197.6,12,38371.2,29.95,0,29.95,16,479.2,38850.4,0.55,21367.72,17482.68,0,NA,NA,NA,NA,NA,2428.15,16,1335.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",95315,NA,22,"Suburban Midsize","Suburban","benchmark not met","over50"
"74",2651,"MA0198",6,"wilks branch library","library","No",NA,"Active","1911 Acushnet Ave","New Bedford","MA",2746,2110,"Bristol",41.6733503,-70.9245417,"Congressional District 9","Urban",NA,NA,NA,NA,17003109,"S.A.I.L.S., Inc.","consortium","10 Riverside Drive","Lakeville, Ma 02347","MA",2347,"Congressional District 4",2022,221036189,2299054939,2299054939.002,"In-Window","Committed","Funded","FCDL Issued","Comcast Cable Communications, LLC",143013564,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",15,"Mbps",100,"Mbps",199.85,0,199.85,6,1199.1,12,14389.2,69.95,0,69.95,6,419.7,14808.9,0.55,8144.895,6664,NA,NA,NA,NA,NA,NA,2468.15,6,1357.4825,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",95315,NA,22,"Suburban Midsize","Suburban","benchmark not met","over50"
"75",138719,"NE0099",2,"grand island public library","library","Yes","main branch, public library","Active","211 N Washington St","Grand Island","NE",68801,5855,"Hall",40.9207415,-98.3511153,"Congressional District 3","Urban",NA,NA,NA,NA,225870,"State Of Neb Dept Of Admin Services, Office Of The Cio","consortium","501 South 14th St","Lincoln","NE",68509,"Congressional District 1",2022,221029902,2299042893,2299042893.001,"In-Window","Committed","Funded","FCDL Issued","ALLO COMMUNICATIONS LLC",143028372,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",6,"Gbps",6,"Gbps",1295,92.95,1202.05,1,1202.05,12,14424.6,0,0,0,0,0,14424.6,0.68,9808.728,4615.87,49000,NA,NA,NA,NA,NA,12.75,1131,8.67261538461538,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",6000,6000,"gigabit","gigabit",51267,NA,13,"City Small","City","benchmark met","over50"
"76",138719,"NE0099",2,"grand island public library","library","Yes","main branch, public library","Active","211 N Washington St","Grand Island","NE",68801,5855,"Hall",40.9207415,-98.3511153,"Congressional District 3","Urban",NA,NA,NA,NA,225870,"State Of Neb Dept Of Admin Services, Office Of The Cio","consortium","501 South 14th St","Lincoln","NE",68509,"Congressional District 1",2022,221029902,2299042910,2299042910.001,"In-Window","Committed","Funded","FCDL Issued","Nebraska Link LLC",143035006,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",6,"Gbps",6,"Gbps",1600,114.85,1485.15,1,1485.15,12,17821.8,0,0,0,0,0,17821.8,0.68,12118.824,5702.98,49000,NA,NA,NA,NA,NA,15.76,1131,10.7151405835544,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",6000,6000,"gigabit","gigabit",51267,NA,13,"City Small","City","benchmark met","over50"
