"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","original_allocation","qty_allocation","ros_square_footage","tribal_type","ros_physical_address_2","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","count_ros","cat1_discount_by_ros_estimated","POPU_LSA","LOCALE","LOCALE_DESCR","LOCALE_TOP_LEVEL_DESCR","download_speed_mbps","upload_speed_mbps","fcc_speed_benchmark","pop_category","symmetrical_gig","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","how_many_rows_per_lib","how_many_rows_per_lib_2","how_many_rows_per_lib_3","function_rank","how_many_rows_per_lib_4"
"111",40732,"TN0135",22,"southeast branch library","library","No","new construction library, public library","Active","5260 Hickory Hollow Parkway","Antioch","TN",37013,"2101","Davidson","36.05233190000001","-86.65607870000001","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.05","NA","25000","NA","Suite 201","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"112",40732,"TN0135",22,"southeast branch library","library","No","new construction library, public library","Active","5260 Hickory Hollow Parkway","Antioch","TN",37013,"2101","Davidson","36.05233190000001","-86.65607870000001","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","25000","NA","Suite 201","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"113",40859,"TN0135",11,"goodlettsville branch library","library","No","public library","Active","205 Rivergate Pkwy","Goodlettsville","TN",37072,"2034","Davidson","36.3141724","-86.71039429999999","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.04","NA","16000","NA","NA","NA","NA",23,"3521.73913043478",694144,"21","Suburban Large","Suburban",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"114",40859,"TN0135",11,"goodlettsville branch library","library","No","public library","Active","205 Rivergate Pkwy","Goodlettsville","TN",37072,"2034","Davidson","36.3141724","-86.71039429999999","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","16000","NA","NA","NA","NA",23,"4131",694144,"21","Suburban Large","Suburban",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"115",40947,"TN0135",15,"madison branch library","library","No","public library","Active","610 Gallatin Pike South","Madison","TN",37115,"2688","Davidson","36.2575207","-86.7152057","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.04","NA","20680","NA","NA","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"116",40947,"TN0135",15,"madison branch library","library","No","public library","Active","610 Gallatin Pike South","Madison","TN",37115,"2688","Davidson","36.2575207","-86.7152057","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","20680","NA","NA","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"117",40997,"TN0135",16,"old hickory branch library","library","No","public library","Active","1010 Jones St","Old Hickory","TN",37138,"2915","Davidson","36.2599814","-86.6459445","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.04","NA","5694","NA","NA","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"118",40997,"TN0135",16,"old hickory branch library","library","No","public library","Active","1010 Jones St","Old Hickory","TN",37138,"2915","Davidson","36.2599814","-86.6459445","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","5694","NA","NA","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"119",41096,"TN0135",10,"edgehill branch library","library","No","public library","Active","1409 12th Ave S","Nashville","TN",37203,"4907","Davidson","36.1394278","-86.7880374","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.04","NA","4451","NA","NA","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"120",41096,"TN0135",10,"edgehill branch library","library","No","public library","Active","1409 12th Ave S","Nashville","TN",37203,"4907","Davidson","36.1394278","-86.7880374","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","4451","NA","NA","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"121",41123,"TN0135",9,"east branch library","library","No","public library","Active","206 Gallatin Ave","Nashville","TN",37206,"3240","Davidson","36.1789425","-86.750193","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.04","NA","5280","NA","NA","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"122",41123,"TN0135",9,"east branch library","library","No","public library","Active","206 Gallatin Ave","Nashville","TN",37206,"3240","Davidson","36.1789425","-86.750193","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","5280","NA","NA","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"123",41146,"TN0135",7,"north carnegie branch","library","No","public library","Active","1001 Monroe St","Nashville","TN",37208,"2543","Davidson","36.1741182","-86.79590569999999","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.04","NA","5207","NA","NA","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"124",41146,"TN0135",7,"north carnegie branch","library","No","public library","Active","1001 Monroe St","Nashville","TN",37208,"2543","Davidson","36.1741182","-86.79590569999999","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","5207","NA","NA","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"125",41147,"TN0135",13,"hadley park branch library","library","No","public library","Active","1039 28th Ave N","Nashville","TN",37208,"2809","Davidson","36.166795","-86.820836","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.04","NA","5253","NA","NA","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"126",41147,"TN0135",13,"hadley park branch library","library","No","public library","Active","1039 28th Ave N","Nashville","TN",37208,"2809","Davidson","36.166795","-86.820836","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","5253","NA","NA","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"127",41155,"TN0135",24,"richland park branch library","library","No","public library","Active","4711 Charlotte Pike","Nashville","TN",37209,"3404","Davidson","36.1515528","-86.8444121","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.04","NA","6845","NA","NA","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"128",41155,"TN0135",24,"richland park branch library","library","No","public library","Active","4711 Charlotte Pike","Nashville","TN",37209,"3404","Davidson","36.1515528","-86.8444121","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","6845","NA","NA","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"129",41170,"TN0135",19,"thompson lane branch library","library","No","public library","Active","380 Thompson Ln","Nashville","TN",37211,"2453","Davidson","36.1111019","-86.74326760000001","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.04","NA","5501","NA","NA","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"130",41170,"TN0135",19,"thompson lane branch library","library","No","public library","Active","380 Thompson Ln","Nashville","TN",37211,"2453","Davidson","36.1111019","-86.74326760000001","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","5501","NA","NA","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"131",41194,"TN0135",8,"donelson branch library","library","No","public library","Active","2315 Lebanon Rd","Nashville","TN",37214,"2410","Davidson","36.1683418","-86.68341029999999","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.04","NA","6054","NA","NA","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"132",41194,"TN0135",8,"donelson branch library","library","No","public library","Active","2315 Lebanon Rd","Nashville","TN",37214,"2410","Davidson","36.1683418","-86.68341029999999","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","6054","NA","NA","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"133",41202,"TN0135",12,"green hills branch library","library","No","public library","Active","3701 Benham Avenue","Nashville","TN",37215,"2121","Davidson","36.109904","-86.8091029","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.04","NA","25540","NA","NA","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"134",41202,"TN0135",12,"green hills branch library","library","No","public library","Active","3701 Benham Avenue","Nashville","TN",37215,"2121","Davidson","36.109904","-86.8091029","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","25540","NA","NA","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"135",41210,"TN0135",14,"inglewood branch library","library","No","public library","Active","4312 Gallatin Rd","Nashville","TN",37216,"2113","Davidson","36.2257292","-86.72483650000001","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.04","NA","5480","NA","NA","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"136",41210,"TN0135",14,"inglewood branch library","library","No","public library","Active","4312 Gallatin Rd","Nashville","TN",37216,"2113","Davidson","36.2257292","-86.72483650000001","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","5480","NA","NA","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"137",41220,"TN0135",6,"bordeaux branch library","library","No","public library","Active","4000 Clarksville Pike","Nashville","TN",37218,"1912","Davidson","36.2113435","-86.8383549","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.05","NA","20400","NA","NA","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"138",41220,"TN0135",6,"bordeaux branch library","library","No","public library","Active","4000 Clarksville Pike","Nashville","TN",37218,"1912","Davidson","36.2113435","-86.8383549","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","20400","NA","NA","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"139",41236,"TN0135",25,"bellevue branch library","library","No","new construction library, public library","Active","720 Baugh Rd","Nashville","TN",37221,"2706","Davidson","36.0692334","-86.93609839999999","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.05","NA","24580","NA","NA","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"140",41236,"TN0135",25,"bellevue branch library","library","No","new construction library, public library","Active","720 Baugh Rd","Nashville","TN",37221,"2706","Davidson","36.0692334","-86.93609839999999","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","24580","NA","NA","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"141",41239,"TN0135",20,"z alexander looby br library","library","No","public library","Active","2301 Rosa Parks Blvd","Nashville","TN",37228,"1205","Davidson","36.192876","-86.807914","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299047938,2299047938.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","10000","0","10000","1","10000","9","90000","0","0","0","0","0","90000","0.9","81000","9000","3913.05","NA","7245","NA","NA","NA","NA",23,"3521.73913043478",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
"142",41239,"TN0135",20,"z alexander looby br library","library","No","public library","Active","2301 Rosa Parks Blvd","Nashville","TN",37228,"1205","Davidson","36.192876","-86.807914","Congressional District 5","Urban","NA","NA","NA","NA",128257,"Nashville-Davidson Co Library","library system","615 Church St","Nashville","TN",37219,"Congressional District 5",2022,221032649,2299048002,2299048002.001,"In-Window","Committed","Funded","FCDL Issued","AT&T Corp.",143001192,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps","11730","0","11730","1","11730","9","105570","0","0","0","0","0","105570","0.9","95013","10557","NA","NA","7245","NA","NA","NA","NA",23,"4131",694144,"11","City Large","City",1000,1000,"bandwidth target met","over50",TRUE,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",2,2,2,1,2
